id,name,team_id,team,element_type,position,cost,form,points_per_game,total_points,official_chance,official_availablity,selected_by_percent,transfers_in_event,transfers_out_event,gw_24_xp,gw_24_prob_of_appearing,gw_25_xp,gw_25_prob_of_appearing,gw_26_xp,gw_26_prob_of_appearing,gw_27_xp,gw_27_prob_of_appearing,gw_28_xp,gw_28_prob_of_appearing,gw_29_xp,gw_29_prob_of_appearing,gw_30_xp,gw_30_prob_of_appearing,gw_31_xp,gw_31_prob_of_appearing,gw_32_xp,gw_32_prob_of_appearing,gw_33_xp,gw_33_prob_of_appearing,gw_34_xp,gw_34_prob_of_appearing,gw_35_xp,gw_35_prob_of_appearing,gw_36_xp,gw_36_prob_of_appearing,gw_37_xp,gw_37_prob_of_appearing,gw_38_xp,gw_38_prob_of_appearing
686,Zych,2,AVL,1,GKP,4.0,0.0,0.0,0,0.0,Unavailable,0.1,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
699,Lenglet,2,AVL,2,DEF,4.5,4.0,3.3,20,,Available,0.2,178,76,2.97054,0.76915,2.99759,0.76915,3.40572,0.76915,2.80314,0.76915,2.9242,0.76915,2.76277,0.76915,3.29963,0.76915,2.26809,0.76915,3.26309,0.76915,2.41535,0.76915,3.29284,0.76915,2.76989,0.76915,2.68002,0.76915,2.67318,0.76915,3.24941,0.76915
765,Proctor,2,AVL,1,GKP,4.0,0.0,0.0,0,,Available,0.0,5,3,3.30965,0.00247,3.15544,0.00247,3.38557,0.00247,3.21456,0.00247,3.09499,0.00247,2.97734,0.00247,3.12745,0.00247,2.79443,0.00247,3.07952,0.00247,3.12761,0.00247,3.20839,0.00247,3.26487,0.00247,3.24971,0.00247,3.05606,0.00247,3.19978,0.00247
767,O'Reilly,2,AVL,3,MID,4.5,0.0,0.0,0,,Available,0.0,5,1,1.43142,0.04554,1.38791,0.04554,1.45326,0.04554,1.40732,0.04554,1.39812,0.04554,1.37319,0.04554,1.42497,0.04554,1.29764,0.04554,1.41955,0.04554,1.32844,0.04554,1.47234,0.04554,1.40176,0.04554,1.3663,0.04554,1.38253,0.04554,1.3625,0.04554
778,Wright,2,AVL,1,GKP,4.0,0.0,0.0,0,,Available,0.0,6,3,3.35854,0.06173,3.20207,0.06173,3.43557,0.06173,3.26206,0.06173,3.14073,0.06173,3.02136,0.06173,3.17367,0.06173,2.83576,0.06173,3.12504,0.06173,3.17383,0.06173,3.25579,0.06173,3.31311,0.06173,3.29771,0.06173,3.10123,0.06173,3.24705,0.06173
793,Kesler-Hayden,2,AVL,2,DEF,4.0,0.0,0.0,0,,Available,0.0,9,3,1.82473,0.18426,1.78322,0.18426,2.00847,0.18426,1.61318,0.18426,1.67552,0.18426,1.57446,0.18426,1.91053,0.18426,1.26478,0.18426,1.88766,0.18426,1.35697,0.18426,1.90629,0.18426,1.57891,0.18426,1.52266,0.18426,1.51838,0.18426,1.8791,0.18426
803,Rogers,2,AVL,3,MID,5.0,1.0,1.0,1,,Available,0.0,44,7,2.31368,0.4946,2.23944,0.4946,2.39948,0.4946,2.31999,0.4946,2.31959,0.4946,2.26592,0.4946,2.37737,0.4946,2.10332,0.4946,2.36571,0.4946,2.16961,0.4946,2.47931,0.4946,2.32741,0.4946,2.25109,0.4946,2.28602,0.4946,2.24291,0.4946
62,Anthony,3,BOU,3,MID,4.9,0.0,1.0,3,0.0,Unavailable,0.0,0,0,2.10404,0.0,2.02574,0.0,1.90016,0.0,1.86428,0.0,1.96193,0.0,1.95052,0.0,2.00034,0.0,2.07693,0.0,1.97236,0.0,1.93925,0.0,2.05083,0.0,1.90895,0.0,1.96871,0.0,1.88261,0.0,2.0449,0.0
63,Billing,3,BOU,3,MID,5.2,0.3,2.7,51,100.0,Available,0.3,61,132,3.12205,0.76153,3.09185,0.76153,3.08174,0.76153,3.24191,0.76153,3.40687,0.76153,3.24627,0.76153,3.44415,0.76153,3.31619,0.76153,3.30957,0.76153,3.39265,0.76153,3.11614,0.76153,3.28123,0.76153,3.03764,0.76153,3.35175,0.76153,3.11167,0.76153
64,Brooks,3,BOU,3,MID,4.7,0.3,1.8,23,0.0,Unavailable,0.1,0,60,2.19467,0.0,2.1105,0.0,2.09013,0.0,2.20008,0.0,2.31596,0.0,2.18463,0.0,2.34185,0.0,2.24843,0.0,2.24838,0.0,2.30959,0.0,2.11403,0.0,2.22869,0.0,2.0595,0.0,2.27767,0.0,2.11092,0.0
65,Christie,3,BOU,3,MID,5.0,1.0,2.4,50,100.0,Available,0.1,25,28,3.14712,0.9411,3.08819,0.9411,3.06608,0.9411,3.23697,0.9411,3.39337,0.9411,3.24111,0.9411,3.42871,0.9411,3.3074,0.9411,3.30113,0.9411,3.37989,0.9411,3.11774,0.9411,3.27425,0.9411,3.04332,0.9411,3.34111,0.9411,3.1135,0.9411
66,L.Cook,3,BOU,3,MID,5.0,0.7,2.0,32,100.0,Available,0.0,5,5,2.46406,0.92875,2.41597,0.92875,2.40697,0.92875,2.53816,0.92875,2.65852,0.92875,2.54134,0.92875,2.68572,0.92875,2.59236,0.92875,2.58753,0.92875,2.64815,0.92875,2.44639,0.92875,2.56685,0.92875,2.38912,0.92875,2.6183,0.92875,2.44313,0.92875
67,Siriki,3,BOU,3,MID,4.5,0.0,0.0,0,0.0,Unavailable,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,Fredericks,3,BOU,2,DEF,4.3,0.0,0.0,0,0.0,Injured,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69,Hill,3,BOU,2,DEF,4.0,0.3,1.0,2,0.0,Injured,0.1,3,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.05179,0.01,1.7633,0.60207,1.90669,0.75723,1.94566,0.75723,1.53804,0.75723,1.73546,0.7767,1.48389,0.7767,1.53213,0.7767,1.29894,0.7767,1.79418,0.7767,1.32097,0.7767
70,Kelly,3,BOU,2,DEF,4.5,0.7,2.0,22,100.0,Available,0.0,29,20,2.47681,0.90417,1.96487,0.90417,1.97546,0.90417,2.81328,0.90417,3.02777,0.90417,2.64202,0.90417,2.83376,0.90417,2.88586,0.90417,2.34081,0.90417,2.60479,0.90417,2.2684,0.90417,2.33291,0.90417,2.0211,0.90417,2.68331,0.90417,2.05056,0.90417
71,Kilkenny,3,BOU,3,MID,4.3,0.0,0.0,0,,Available,0.1,14,22,1.2031,0.00093,1.17412,0.00093,1.16096,0.00093,1.2029,0.00093,1.24609,0.00093,1.20404,0.00093,1.25585,0.00093,1.22235,0.00093,1.22061,0.00093,1.24237,0.00093,1.16996,0.00093,1.21319,0.00093,1.14941,0.00093,1.23166,0.00093,1.16879,0.00093
72,Kluivert,3,BOU,3,MID,4.6,1.0,2.5,42,,Available,0.3,61,220,2.54906,0.83218,2.51045,0.83218,2.50091,0.83218,2.64882,0.83218,2.7693,0.83218,2.65201,0.83218,2.79652,0.83218,2.70307,0.83218,2.69824,0.83218,2.75891,0.83218,2.55697,0.83218,2.67754,0.83218,2.49964,0.83218,2.72904,0.83218,2.55371,0.83218
73,Lowe,3,BOU,3,MID,4.9,0.0,0.0,0,0.0,Unavailable,0.0,0,0,2.50781,0.0,2.40076,0.0,2.23534,0.0,2.18693,0.0,2.29533,0.0,2.30201,0.0,2.36626,0.0,2.47253,0.0,2.33068,0.0,2.2872,0.0,2.42717,0.0,2.24742,0.0,2.32472,0.0,2.20154,0.0,2.42591,0.0
74,Marcondes,3,BOU,3,MID,4.3,0.0,0.0,0,0.0,Unavailable,0.0,0,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75,Mepham,3,BOU,2,DEF,4.3,0.0,0.7,4,100.0,Available,0.1,7,9,2.1204,0.25418,1.65922,0.25418,1.64901,0.25418,2.36625,0.25418,2.55136,0.25418,2.21844,0.25418,2.38392,0.25418,2.42889,0.25418,1.95849,0.25418,2.18631,0.25418,1.896,0.25418,1.95167,0.25418,1.68257,0.25418,2.25407,0.25418,1.708,0.25418
76,Moore,3,BOU,4,FWD,4.6,0.3,1.8,14,,Available,0.2,25,44,2.06816,0.33337,2.06478,0.33337,1.89372,0.33337,1.98847,0.33337,2.13906,0.33337,2.09138,0.33337,2.10483,0.33337,2.0152,0.33337,2.05313,0.33337,2.04146,0.33337,1.971,0.33337,2.09769,0.33337,1.82274,0.33337,1.99232,0.33337,1.94063,0.33337
77,Neto,3,BOU,1,GKP,4.6,1.0,3.8,72,100.0,Available,3.4,474,685,3.53439,0.94938,3.33878,0.94938,3.57399,0.94938,3.61757,0.94938,3.68784,0.94938,3.69902,0.94938,3.75687,0.94938,3.77714,0.94938,3.60481,0.94938,3.71806,0.94938,3.41529,0.94938,3.57457,0.94938,3.50125,0.94938,3.44397,0.94938,3.34522,0.94938
78,O.Dango,3,BOU,3,MID,4.7,0.0,1.2,16,75.0,Doubtful,0.0,0,0,2.20648,0.58483,2.15363,0.77299,2.12118,0.84297,2.22456,0.87035,2.33103,0.87035,2.22737,0.87035,2.35509,0.87035,2.2725,0.87035,2.26823,0.87035,2.32185,0.87035,2.14338,0.87035,2.24993,0.87035,2.09272,0.87035,2.29545,0.87035,2.1405,0.87035
79,Pearson,3,BOU,3,MID,4.5,0.0,0.0,0,0.0,Unavailable,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,Randolph,3,BOU,1,GKP,4.0,0.0,0.0,0,100.0,Available,0.4,7,23,3.00625,0.002,2.84973,0.002,3.03794,0.002,3.07281,0.002,3.12903,0.002,3.13798,0.002,3.18427,0.002,3.20049,0.002,3.0626,0.002,3.15322,0.002,2.91095,0.002,3.0384,0.002,2.97973,0.002,2.9339,0.002,2.85488,0.002
81,Rothwell,3,BOU,3,MID,4.8,0.0,1.2,13,0.0,Unavailable,0.0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82,Semenyo,3,BOU,4,FWD,4.5,0.7,2.9,49,100.0,Available,1.9,345,899,2.5283,0.91028,2.53679,0.91028,2.33096,0.91028,2.43726,0.91028,2.61197,0.91028,2.55666,0.91028,2.57226,0.91028,2.46827,0.91028,2.51229,0.91028,2.49874,0.91028,2.41699,0.91028,2.56398,0.91028,2.24499,0.91028,2.44173,0.91028,2.38176,0.91028
83,Senesi,3,BOU,2,DEF,4.5,0.7,3.2,58,100.0,Available,3.1,549,1037,2.81322,0.91651,2.19907,0.91651,2.1805,0.91651,3.163,0.91651,3.41408,0.91651,2.96252,0.91651,3.18697,0.91651,3.24796,0.91651,2.60993,0.91651,2.91894,0.91651,2.52517,0.91651,2.60068,0.91651,2.23568,0.91651,3.01085,0.91651,2.27017,0.91651
84,Smith,3,BOU,2,DEF,4.4,0.7,2.9,35,100.0,Available,0.1,37,53,2.62559,0.78811,2.08957,0.78811,2.07843,0.78811,2.94883,0.78811,3.16993,0.78811,2.77229,0.78811,2.96993,0.78811,3.02365,0.78811,2.4618,0.78811,2.73391,0.78811,2.38716,0.78811,2.45365,0.78811,2.13223,0.78811,2.81485,0.78811,2.1626,0.78811
85,Solanke,3,BOU,4,FWD,7.1,3.3,5.1,108,100.0,Available,27.4,6918,10574,4.98452,0.94123,4.98063,0.94123,4.55984,0.94123,4.7825,0.94123,5.15884,0.94123,5.03969,0.94123,5.07331,0.94123,4.8493,0.94123,4.94411,0.94123,4.91494,0.94123,4.73883,0.94123,5.05546,0.94123,4.36832,0.94123,4.79213,0.94123,4.66294,0.94123
86,Tavernier,3,BOU,3,MID,5.4,1.3,3.6,64,100.0,Available,0.6,156,619,4.05679,0.94093,3.88019,0.94093,3.83699,0.94093,4.09313,0.94093,4.32503,0.94093,4.09927,0.94093,4.37743,0.94093,4.19756,0.94093,4.18825,0.94093,4.30504,0.94093,3.91634,0.94093,4.14841,0.94093,3.806,0.94093,4.24754,0.94093,3.91006,0.94093
87,Hamed Traorè,3,BOU,3,MID,4.7,0.0,1.0,3,0.0,Unavailable,0.0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88,Travers,3,BOU,1,GKP,4.0,0.0,0.0,0,100.0,Available,0.1,8,8,2.72694,0.00206,2.58463,0.00206,2.75574,0.00206,2.78744,0.00206,2.83856,0.00206,2.8467,0.00206,2.88879,0.00206,2.90353,0.00206,2.77816,0.00206,2.86055,0.00206,2.64029,0.00206,2.75616,0.00206,2.70282,0.00206,2.66116,0.00206,2.58932,0.00206
89,Zabarnyi,3,BOU,2,DEF,4.4,0.7,2.1,44,,Available,0.2,65,85,2.95152,0.93986,2.401,0.93986,2.40285,0.93986,3.33674,0.93986,3.57416,0.93986,3.14716,0.93986,3.3594,0.93986,3.41708,0.93986,2.81374,0.93986,3.10594,0.93986,2.73359,0.93986,2.80499,0.93986,2.45984,0.93986,3.19286,0.93986,2.49245,0.93986
595,Kerkez,3,BOU,2,DEF,4.4,0.3,2.0,32,100.0,Available,0.2,18,22,2.42063,0.8601,1.94466,0.8601,1.95005,0.8601,2.74322,0.8601,2.94081,0.8601,2.58545,0.8601,2.76208,0.8601,2.81008,0.8601,2.30798,0.8601,2.55116,0.8601,2.24128,0.8601,2.3007,0.8601,2.01347,0.8601,2.62349,0.8601,2.04061,0.8601
607,Radu,3,BOU,1,GKP,4.4,0.0,1.0,2,,Available,0.1,15,15,3.28988,0.06036,3.10931,0.06036,3.32643,0.06036,3.36665,0.06036,3.43151,0.06036,3.44184,0.06036,3.49524,0.06036,3.51395,0.06036,3.35488,0.06036,3.45941,0.06036,3.17993,0.06036,3.32696,0.06036,3.25928,0.06036,3.20641,0.06036,3.11526,0.06036
619,Greenwood,3,BOU,2,DEF,4.0,0.0,0.0,0,,Available,0.2,20,29,1.54392,2e-05,1.13269,2e-05,1.11454,2e-05,1.73974,2e-05,1.9011,2e-05,1.6109,2e-05,1.75514,2e-05,1.79434,2e-05,1.38431,2e-05,1.58289,2e-05,1.32984,2e-05,1.37836,2e-05,1.1438,2e-05,1.64196,2e-05,1.16596,2e-05
643,Aarons,3,BOU,2,DEF,4.4,0.0,1.6,23,0.0,Injured,0.1,0,48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
644,Scott,3,BOU,3,MID,4.9,1.0,2.6,21,100.0,Available,0.0,21,35,2.01943,0.86765,2.00954,0.86765,2.02,0.86765,2.13671,0.86765,2.24204,0.86765,2.13949,0.86765,2.26585,0.86765,2.18414,0.86765,2.17991,0.86765,2.23296,0.86765,2.0564,0.86765,2.16181,0.86765,2.00627,0.86765,2.20684,0.86765,2.05355,0.86765
673,Adams,3,BOU,3,MID,4.9,0.0,0.0,0,0.0,Injured,0.0,1,1,0.0,0.0,0.0,0.0,1.59163,0.01,1.66893,0.06107,1.74855,0.07328,1.67104,0.07736,1.76655,0.0798,1.70479,0.0798,1.70159,0.0798,1.74169,0.0798,1.60823,0.0798,1.68791,0.0798,1.57035,0.0798,1.72195,0.0798,1.60608,0.0798
705,Sinisterra,3,BOU,3,MID,5.5,0.7,2.1,30,,Available,0.0,18,45,2.14199,0.91959,2.14665,0.91959,2.16646,0.91959,2.30264,0.91959,2.41528,0.91959,2.30562,0.91959,2.44074,0.91959,2.35337,0.91959,2.34885,0.91959,2.40557,0.91959,2.21676,0.91959,2.32949,0.91959,2.16316,0.91959,2.37764,0.91959,2.21371,0.91959
799,Faivre,3,BOU,3,MID,5.0,0.0,0.0,0,,Available,0.0,2,1,1.66271,0.74151,1.64603,0.74151,1.65781,0.74151,1.76878,0.74151,1.84653,0.74151,1.77084,0.74151,1.8641,0.74151,1.80379,0.74151,1.80067,0.74151,1.83983,0.74151,1.7095,0.74151,1.78731,0.74151,1.6725,0.74151,1.82055,0.74151,1.7074,0.74151
802,Kinsey-Wellings,3,BOU,2,DEF,4.0,0.0,0.0,0,,Available,0.0,2,2,1.79712,0.2865,1.35747,0.2865,1.33808,0.2865,2.00647,0.2865,2.17897,0.2865,1.86873,0.2865,2.02294,0.2865,2.06484,0.2865,1.62648,0.2865,1.83879,0.2865,1.56825,0.2865,1.62013,0.2865,1.36936,0.2865,1.90194,0.2865,1.39305,0.2865
804,Enes Ünal,3,BOU,4,FWD,5.0,0.0,0.0,0,,Available,0.0,67,4,2.26647,0.21365,2.2596,0.21365,2.0782,0.21365,2.17681,0.21365,2.33355,0.21365,2.28392,0.21365,2.29793,0.21365,2.20463,0.21365,2.24412,0.21365,2.23197,0.21365,2.15863,0.21365,2.29049,0.21365,2.00432,0.21365,2.18083,0.21365,2.12702,0.21365
90,Ajer,4,BRE,2,DEF,4.4,0.7,1.8,24,100.0,Available,0.2,18,13,2.4748,0.86561,3.83878,0.86561,2.2568,0.86561,2.26331,0.86561,1.93929,0.86561,2.86612,0.86561,2.62219,0.86561,2.3041,0.86561,2.22862,0.86561,3.11707,0.86561,2.31334,0.86561,2.33099,0.86561,2.82294,0.86561,2.60626,0.86561,2.59254,0.86561
91,Balcombe,4,BRE,1,GKP,3.9,0.0,0.0,0,,Available,0.2,5,18,3.13798,0.002,5.57373,0.002,2.83652,0.002,3.11055,0.002,2.97973,0.002,3.07281,0.002,3.15322,0.002,3.0384,0.002,2.91095,0.002,3.12903,0.002,3.0626,0.002,3.24404,0.002,3.36449,0.002,3.10764,0.002,2.90462,0.002
92,Baptiste,4,BRE,3,MID,4.3,0.7,2.0,14,100.0,Available,0.9,66,240,1.49763,0.75178,2.97565,0.75178,1.56612,0.75178,1.60559,0.75178,1.5043,0.75178,1.58616,0.75178,1.64656,0.75178,1.60191,0.75178,1.53576,0.75178,1.65226,0.75178,1.61327,0.75178,1.57272,0.75178,1.68896,0.75178,1.60498,0.75178,1.67294,0.75178
93,Bech,4,BRE,2,DEF,4.0,0.0,0.0,0,0.0,Unavailable,0.1,0,8,1.88723,0.0,3.02685,0.0,1.59167,0.0,1.42017,0.0,2.15518,0.0,1.6904,0.0,1.58594,0.0,1.53807,0.0,2.03161,0.0,1.5014,0.0,1.69822,0.0,1.95988,0.0,1.90068,0.0,1.85407,0.0,1.12624,0.0
94,Bidstrup,4,BRE,3,MID,4.5,0.0,0.0,0,0.0,Unavailable,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95,Canós,4,BRE,3,MID,5.0,0.0,0.0,0,0.0,Unavailable,0.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96,Collins,4,BRE,2,DEF,4.5,0.7,2.5,43,100.0,Available,0.4,68,77,2.8335,0.92711,4.55877,0.92711,2.59676,0.92711,2.60309,0.92711,2.2875,0.92711,3.19024,0.92711,2.95265,0.92711,2.64282,0.92711,2.56931,0.92711,3.43467,0.92711,2.65183,0.92711,2.66902,0.92711,3.14818,0.92711,2.93713,0.92711,2.92377,0.92711
97,Cox,4,BRE,1,GKP,4.0,0.0,0.0,0,0.0,Unavailable,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98,Damsgaard,4,BRE,3,MID,4.8,2.0,1.7,15,100.0,Available,0.0,19,12,1.74928,0.92708,3.50195,0.92708,1.85645,0.92708,1.90398,0.92708,1.782,0.92708,1.88058,0.92708,1.95332,0.92708,1.89955,0.92708,1.81988,0.92708,1.96019,0.92708,1.91323,0.92708,1.86439,0.92708,2.00438,0.92708,1.90324,0.92708,1.98508,0.92708
99,Dasilva,4,BRE,3,MID,4.7,0.7,1.0,3,100.0,Available,0.0,9,5,1.23826,0.89676,2.49514,0.89676,1.31229,0.89676,1.34132,0.89676,1.26682,0.89676,1.32703,0.89676,1.37146,0.89676,1.33862,0.89676,1.28996,0.89676,1.37565,0.89676,1.34697,0.89676,1.31714,0.89676,1.40265,0.89676,1.34087,0.89676,1.39086,0.89676
100,Dervişoğlu,4,BRE,4,FWD,4.5,0.0,0.0,0,0.0,Unavailable,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101,Flekken,4,BRE,1,GKP,4.5,0.7,2.5,50,100.0,Available,2.3,398,510,3.76854,0.94913,6.64144,0.94913,3.38404,0.94913,3.73355,0.94913,3.5667,0.94913,3.68542,0.94913,3.78797,0.94913,3.64153,0.94913,3.47898,0.94913,3.75713,0.94913,3.6724,0.94913,3.90382,0.94913,4.05744,0.94913,3.72984,0.94913,3.4709,0.94913
102,Goode,4,BRE,2,DEF,3.9,0.0,0.0,0,0.0,Unavailable,0.2,0,89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103,Henry,4,BRE,2,DEF,4.3,0.0,2.6,13,0.0,Injured,0.9,4,68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104,Hickey,4,BRE,2,DEF,4.4,0.0,1.9,17,0.0,Injured,0.1,1,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105,Janelt,4,BRE,3,MID,5.3,1.3,2.3,49,,Available,0.1,33,20,3.15649,0.94122,6.10903,0.94122,3.20198,0.94122,3.29252,0.94122,3.06017,0.94122,3.24794,0.94122,3.38651,0.94122,3.28408,0.94122,3.13233,0.94122,3.39958,0.94122,3.31014,0.94122,3.21711,0.94122,3.48377,0.94122,3.29111,0.94122,3.447,0.94122
106,Jensen,4,BRE,3,MID,5.4,2.0,4.2,67,100.0,Available,0.8,499,188,3.35515,0.91156,6.36551,0.91156,3.31646,0.91156,3.41709,0.91156,3.15883,0.91156,3.36753,0.91156,3.52155,0.91156,3.40771,0.91156,3.23903,0.91156,3.53608,0.91156,3.43667,0.91156,3.33327,0.91156,3.62966,0.91156,3.41552,0.91156,3.58879,0.91156
107,Lewis-Potter,4,BRE,3,MID,4.7,1.3,2.5,38,100.0,Available,0.1,40,71,2.97912,0.9283,5.58335,0.9283,2.9142,0.9283,3.0056,0.9283,2.77105,0.9283,2.96059,0.9283,3.10046,0.9283,2.99708,0.9283,2.84389,0.9283,3.11366,0.9283,3.02338,0.9283,2.92947,0.9283,3.19864,0.9283,3.00417,0.9283,3.16153,0.9283
108,Mbeumo,4,BRE,3,MID,6.8,0.0,5.8,87,0.0,Injured,6.4,18,1300,0.0,0.0,0.0,0.0,0.0,0.0,5.51449,0.01,4.97001,0.79291,5.41001,0.89531,5.73472,0.91746,5.49471,0.91746,5.1391,0.92831,5.76535,0.92831,5.55577,0.92831,5.33777,0.92831,5.96263,0.92831,5.51117,0.92831,5.87647,0.92831
109,Mee,4,BRE,2,DEF,4.8,2.7,2.7,30,100.0,Available,1.5,1001,281,3.43771,0.92207,5.32629,0.92207,3.02623,0.92207,3.03418,0.92207,2.63837,0.92207,3.77054,0.92207,3.47257,0.92207,3.084,0.92207,2.99181,0.92207,4.07709,0.92207,3.09529,0.92207,3.11685,0.92207,3.71779,0.92207,3.45311,0.92207,3.43635,0.92207
110,Nørgaard,4,BRE,3,MID,5.3,0.3,2.3,43,100.0,Available,0.1,24,14,3.5422,0.93361,6.80086,0.93361,3.58304,0.93361,3.70576,0.93361,3.39083,0.93361,3.64533,0.93361,3.83314,0.93361,3.69432,0.93361,3.48863,0.93361,3.85086,0.93361,3.72964,0.93361,3.60355,0.93361,3.96496,0.93361,3.70384,0.93361,3.91513,0.93361
111,Onyeka,4,BRE,3,MID,4.9,0.0,1.2,20,0.0,Injured,0.0,0,4,1.95315,0.04526,3.76407,0.86,1.94932,0.90526,2.00739,0.90526,1.85837,0.90526,1.97879,0.90526,2.06766,0.90526,2.00198,0.90526,1.90465,0.90526,2.07605,0.90526,2.01869,0.90526,1.95902,0.90526,2.13004,0.90526,2.00648,0.90526,2.10646,0.90526
112,Pinnock,4,BRE,2,DEF,4.6,0.7,2.5,52,100.0,Available,3.0,720,1187,3.77019,0.94123,6.05184,0.94123,3.42583,0.94123,3.43418,0.94123,3.01799,0.94123,4.20847,0.94123,3.89515,0.94123,3.48657,0.94123,3.38963,0.94123,4.5308,0.94123,3.49845,0.94123,3.52112,0.94123,4.153,0.94123,3.87468,0.94123,3.85706,0.94123
114,Roerslev,4,BRE,2,DEF,4.4,1.7,1.7,29,100.0,Available,0.1,46,11,2.40917,0.87302,3.96653,0.87302,2.21806,0.87302,2.22279,0.87302,1.98707,0.87302,2.66134,0.87302,2.48388,0.87302,2.25247,0.87302,2.19756,0.87302,2.8439,0.87302,2.25919,0.87302,2.27203,0.87302,2.62992,0.87302,2.47229,0.87302,2.46231,0.87302
115,Schade,4,BRE,3,MID,5.2,0.0,3.8,19,0.0,Injured,0.1,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
116,Strakosha,4,BRE,1,GKP,3.9,0.0,2.0,4,100.0,Available,1.8,31,231,3.18466,0.06029,5.64928,0.06029,2.87555,0.06029,3.15653,0.06029,3.0224,0.06029,3.11783,0.06029,3.20028,0.06029,3.08255,0.06029,2.95187,0.06029,3.17549,0.06029,3.10737,0.06029,3.29342,0.06029,3.41692,0.06029,3.15355,0.06029,2.94538,0.06029
