name,team_id,team,element_type,position,cost,form,points_per_game,total_points,official_chance,official_availablity,selected_by_percent,transfers_in_event,transfers_out_event,gw_24_xp,gw_24_prob_of_appearing,gw_25_xp,gw_25_prob_of_appearing,gw_26_xp,gw_26_prob_of_appearing,gw_27_xp,gw_27_prob_of_appearing,gw_28_xp,gw_28_prob_of_appearing,gw_29_xp,gw_29_prob_of_appearing,gw_30_xp,gw_30_prob_of_appearing,gw_31_xp,gw_31_prob_of_appearing,gw_32_xp,gw_32_prob_of_appearing,gw_33_xp,gw_33_prob_of_appearing,gw_34_xp,gw_34_prob_of_appearing,gw_35_xp,gw_35_prob_of_appearing,gw_36_xp,gw_36_prob_of_appearing,gw_37_xp,gw_37_prob_of_appearing,gw_38_xp,gw_38_prob_of_appearing
E.Royal,18,TOT,2,DEF,4.3,0.3,1.4,23,,Available,0.8,162,1026,2.00017,0.53797,2.38707,0.53797,0.0,0.0,2.61243,0.53797,2.0247,0.53797,2.29558,0.53797,2.64906,0.53797,2.04762,0.53797,2.54857,0.53797,1.77524,0.53797,1.75089,0.53797,2.13049,0.53797,1.55971,0.53797,2.63697,0.53797,2.19834,0.53797
Forster,18,TOT,1,GKP,3.8,0.0,0.0,0,100.0,Available,1.9,2725,1162,3.0245,0.06004,2.96874,0.06004,0.0,0.0,3.18571,0.06004,2.89774,0.06004,2.99253,0.06004,2.99323,0.06004,2.82372,0.06004,3.25367,0.06004,2.83686,0.06004,3.12932,0.06004,2.83912,0.06004,3.1152,0.06004,3.0221,0.06004,3.02977,0.06004
Højbjerg,18,TOT,3,MID,5.2,1.7,1.2,26,,Available,0.3,218,262,2.56338,0.94005,2.70382,0.94005,0.0,0.0,2.72138,0.94005,2.61667,0.94005,2.72107,0.94005,2.75911,0.94005,2.68343,0.94005,2.88287,0.94005,2.639,0.94005,2.59282,0.94005,2.6665,0.94005,2.55302,0.94005,2.85452,0.94005,2.81237,0.94005
Kane,18,TOT,4,FWD,12.5,0.0,0.0,0,0.0,Unavailable,0.6,0,66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kulusevski,18,TOT,3,MID,7.0,0.7,3.9,81,100.0,Available,3.0,1279,30061,3.65785,0.84592,3.83137,0.84592,0.0,0.0,3.82732,0.84592,3.63316,0.84592,3.8415,0.84592,3.90726,0.84592,3.77643,0.84592,4.12121,0.84592,3.69963,0.84592,3.6198,0.84592,3.74716,0.84592,3.55098,0.84592,4.07219,0.84592,3.99933,0.84592
Lloris,18,TOT,1,GKP,4.7,0.0,0.0,0,0.0,Unavailable,0.6,0,1165,0.0,0.002,0.0,0.002,0.0,0.0,0.0,0.002,0.0,0.002,0.0,0.002,0.0,0.002,0.0,0.002,0.0,0.002,0.0,0.002,0.0,0.002,0.0,0.002,0.0,0.002,0.0,0.002,0.0,0.002
Lo Celso,18,TOT,3,MID,4.8,0.0,3.6,36,0.0,Injured,0.1,5,453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Maddison,18,TOT,3,MID,7.9,4.0,5.8,75,100.0,Available,11.0,57206,11175,4.41022,0.93579,4.54818,0.93579,0.0,0.0,4.44916,0.93579,4.09646,0.93579,4.34204,0.93579,4.42979,0.93579,4.2552,0.93579,4.7153,0.93579,4.15272,0.93579,4.04618,0.93579,4.21614,0.93579,3.95435,0.93579,4.64989,0.93579,4.55266,0.93579
Ndombele,18,TOT,3,MID,4.4,0.0,0.0,0,0.0,Unavailable,0.2,0,56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pedro Porro,18,TOT,2,DEF,5.9,2.7,3.9,85,,Available,34.1,25573,74576,3.53201,0.94053,4.22329,0.94053,0.0,0.0,4.60761,0.94053,3.56329,0.94053,4.1185,0.94053,4.78967,0.94053,3.64769,0.94053,4.59887,0.94053,3.1305,0.94053,3.08426,0.94053,3.80502,0.94053,2.72124,0.94053,4.76672,0.94053,3.93386,0.94053
Perišić,18,TOT,2,DEF,4.7,0.0,1.2,6,0.0,Unavailable,0.8,0,212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Richarlison,18,TOT,3,MID,7.2,10.0,5.2,103,100.0,Available,16.4,236523,7671,4.22129,0.93302,4.23873,0.93302,0.0,0.0,4.15103,0.93302,3.83227,0.93302,3.99701,0.93302,4.07263,0.93302,3.92217,0.93302,4.31869,0.93302,3.83386,0.93302,3.74204,0.93302,3.88851,0.93302,3.6629,0.93302,4.26232,0.93302,4.17852,0.93302
Rodon,18,TOT,2,DEF,4.0,0.0,0.0,0,0.0,Unavailable,0.1,0,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Romero,18,TOT,2,DEF,4.9,1.0,3.6,65,100.0,Available,7.0,6697,8259,2.30541,0.91756,2.76769,0.91756,0.0,0.0,3.05357,0.91756,2.38529,0.91756,2.75233,0.91756,3.1882,0.91756,2.44658,0.91756,3.06429,0.91756,2.1107,0.91756,2.08068,0.91756,2.54875,0.91756,1.84493,0.91756,3.1733,0.91756,2.63242,0.91756
Sánchez,18,TOT,2,DEF,4.4,0.0,0.0,0,0.0,Unavailable,0.1,0,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sarr,18,TOT,3,MID,4.4,0.3,2.8,54,100.0,Available,1.5,2701,1969,2.36787,0.91577,2.49,0.91577,0.0,0.0,2.48513,0.91577,2.37572,0.91577,2.49656,0.91577,2.53273,0.91577,2.46078,0.91577,2.65039,0.91577,2.41854,0.91577,2.37464,0.91577,2.44468,0.91577,2.33679,0.91577,2.62343,0.91577,2.58336,0.91577
Sessegnon,18,TOT,2,DEF,4.4,0.0,0.0,0,0.0,Injured,0.0,12,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Skipp,18,TOT,3,MID,4.5,1.3,1.1,18,100.0,Available,0.1,86,95,1.7645,0.86625,1.85011,0.86625,0.0,0.0,1.85619,0.86625,1.79627,0.86625,1.88221,0.86625,1.90611,0.86625,1.85856,0.86625,1.98388,0.86625,1.83064,0.86625,1.80162,0.86625,1.84792,0.86625,1.77661,0.86625,1.96606,0.86625,1.93958,0.86625
Son,18,TOT,3,MID,9.6,0.0,6.8,136,0.0,Injured,15.0,3945,67578,5.30394,0.09432,5.49028,0.91116,0.0,0.0,5.38829,0.94323,4.99417,0.94323,5.24345,0.94323,5.34449,0.94323,5.14345,0.94323,5.67325,0.94323,5.02545,0.94323,4.90277,0.94323,5.09847,0.94323,4.79703,0.94323,5.59794,0.94323,5.48597,0.94323
Spence,18,TOT,2,DEF,4.0,0.0,0.0,0,0.0,Unavailable,0.2,0,92,1.57693,0.0,2.01576,0.0,0.0,0.0,1.42176,0.0,1.89155,0.0,1.52755,0.0,1.9745,0.0,2.04887,0.0,1.52524,0.0,2.13563,0.0,1.36617,0.0,1.28229,0.0,1.75616,0.0,1.14245,0.0,2.15018,0.0
Tanganga,18,TOT,2,DEF,4.0,0.0,0.0,0,0.0,Unavailable,0.3,0,140,1.5072,0.0,1.93504,0.0,0.0,0.0,1.3626,0.0,1.81533,0.0,1.46476,0.0,1.89528,0.0,1.96694,0.0,1.46248,0.0,2.05189,0.0,1.30964,0.0,1.22819,0.0,1.68494,0.0,1.09343,0.0,2.06458,0.0
Udogie,18,TOT,2,DEF,4.8,5.0,3.1,62,100.0,Available,10.6,55418,6286,2.95555,0.90588,3.45497,0.90588,0.0,0.0,3.71501,0.90588,2.80438,0.90588,3.22804,0.90588,3.75189,0.90588,2.86057,0.90588,3.60297,0.90588,2.45691,0.90588,2.42082,0.90588,2.98337,0.90588,2.13749,0.90588,3.73397,0.90588,3.08393,0.90588
Vicario,18,TOT,1,GKP,5.3,1.3,3.2,74,,Available,8.8,4812,21851,3.69148,0.94925,3.61938,0.94925,0.0,0.0,3.89995,0.94925,3.52756,0.94925,3.65014,0.94925,3.65105,0.94925,3.43183,0.94925,3.98784,0.94925,3.44883,0.94925,3.82703,0.94925,3.45176,0.94925,3.80877,0.94925,3.68838,0.94925,3.6983,0.94925
Whiteman,18,TOT,1,GKP,3.9,0.0,0.0,0,0.0,Injured,0.2,27,172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Solomon,18,TOT,3,MID,5.1,0.0,2.8,14,0.0,Injured,0.1,0,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Van de Ven,18,TOT,2,DEF,4.4,1.0,3.3,46,100.0,Available,1.4,5634,2113,2.59628,0.87244,3.01539,0.87244,0.0,0.0,3.25588,0.87244,2.54773,0.87244,2.88769,0.87244,3.32905,0.87244,2.57808,0.87244,3.20358,0.87244,2.23798,0.87244,2.20757,0.87244,2.68155,0.87244,1.96885,0.87244,3.31396,0.87244,2.76627,0.87244
Scarlett,18,TOT,4,FWD,4.5,0.0,0.0,0,100.0,Available,0.1,97,64,1.52758,0.00066,1.51797,0.00066,0.0,0.0,1.47198,0.00066,1.4422,0.00066,1.51202,0.00066,1.70862,0.00066,1.55006,0.00066,1.71052,0.00066,1.50758,0.00066,1.40086,0.00066,1.38063,0.00066,1.34927,0.00066,1.62893,0.00066,1.57605,0.00066
Veliz,18,TOT,4,FWD,5.4,0.0,1.4,11,0.0,Unavailable,0.1,9,79,0.0,0.0,0.0,0.0,0.0,0.0,1.75191,0.0,1.71419,0.0,1.80262,0.0,2.05161,0.0,1.8508,0.0,2.08681,0.0,1.79699,0.0,1.64824,0.0,1.63621,0.0,1.5965,0.0,1.95068,0.0,1.88371,0.0
Phillips,18,TOT,2,DEF,4.0,0.0,0.0,0,0.0,Unavailable,0.1,0,67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Donley,18,TOT,4,FWD,4.5,0.0,0.7,2,,Available,0.0,70,98,1.2179,0.23812,1.22846,0.23812,0.0,0.0,1.20823,0.23812,1.20171,0.23812,1.26079,0.23812,1.42714,0.23812,1.29297,0.23812,1.42875,0.23812,1.25703,0.23812,1.16673,0.23812,1.14961,0.23812,1.12307,0.23812,1.35971,0.23812,1.31497,0.23812
Dorrington,18,TOT,2,DEF,4.0,0.0,0.0,0,,Available,0.0,48,39,1.48117,0.00934,1.75346,0.00934,0.0,0.0,1.90937,0.00934,1.43122,0.00934,1.65159,0.00934,1.93916,0.00934,1.44987,0.00934,1.85741,0.00934,1.22827,0.00934,1.20846,0.00934,1.51728,0.00934,1.05292,0.00934,1.92933,0.00934,1.57248,0.00934
Yago Santiago,18,TOT,3,MID,4.5,0.0,0.0,0,,Available,0.0,20,11,1.34675,0.01388,1.37122,0.01388,0.0,0.0,1.35662,0.01388,1.30018,0.01388,1.33587,0.01388,1.35034,0.01388,1.32155,0.01388,1.39742,0.01388,1.30466,0.01388,1.28709,0.01388,1.31511,0.01388,1.27195,0.01388,1.38664,0.01388,1.3706,0.01388
Werner,18,TOT,4,FWD,6.5,4.0,4.0,12,,Available,0.9,3486,15709,3.9929,0.77093,3.9709,0.77093,0.0,0.0,3.84624,0.77093,3.76582,0.77093,3.99117,0.77093,4.54595,0.77093,4.09851,0.77093,4.55133,0.77093,3.97862,0.77093,3.67747,0.77093,3.62038,0.77093,3.53188,0.77093,4.32106,0.77093,4.17185,0.77093
Drăgușin,18,TOT,2,DEF,4.4,1.0,1.0,3,,Available,0.0,185,608,1.74465,0.79181,2.1568,0.79181,0.0,0.0,2.437,0.79181,1.96822,0.79181,2.25256,0.79181,2.57858,0.79181,2.02387,0.79181,2.4859,0.79181,1.77264,0.79181,1.75018,0.79181,2.10029,0.79181,1.57384,0.79181,2.56743,0.79181,2.16287,0.79181
Phillips,19,WHU,3,MID,4.7,1.0,1.2,7,,Available,0.1,184,289,1.52126,0.41271,1.62047,0.41271,1.65105,0.41271,1.62644,0.41271,1.72942,0.41271,1.6442,0.41271,1.61861,0.41271,1.67423,0.41271,1.66218,0.41271,1.75834,0.41271,1.62739,0.41271,1.67926,0.41271,1.6134,0.41271,1.68036,0.41271,1.54213,0.41271
N.Aguerd,19,WHU,2,DEF,4.4,0.3,2.0,34,100.0,Available,0.6,351,420,3.06956,0.90195,3.54021,0.90195,3.34647,0.90195,2.89013,0.90195,3.52976,0.90195,3.01494,0.90195,2.40629,0.90195,2.9179,0.90195,3.19517,0.90195,3.3619,0.90195,3.23315,0.90195,2.70523,0.90195,2.45997,0.90195,3.54552,0.90195,2.28187,0.90195
Antonio,19,WHU,4,FWD,5.7,0.0,3.2,38,25.0,Doubtful,1.7,32,1223,2.75525,0.07996,2.97375,0.30983,2.91477,0.63965,3.19083,0.85403,3.27683,0.89959,2.93586,0.91351,3.02192,0.91351,3.02885,0.91351,3.055,0.91351,3.45707,0.91351,2.78625,0.91351,2.94259,0.91351,3.00171,0.91351,3.44425,0.91351,2.73465,0.91351
Areola,19,WHU,1,GKP,4.2,2.3,4.0,81,100.0,Available,36.4,11543,26068,3.3003,0.94882,3.63657,0.94882,3.4016,0.94882,3.78523,0.94882,3.52787,0.94882,3.49902,0.94882,3.29748,0.94882,3.41982,0.94882,3.65404,0.94882,3.93422,0.94882,3.54336,0.94882,3.40351,0.94882,3.29327,0.94882,3.49197,0.94882,3.06551,0.94882
Benrahma,19,WHU,3,MID,5.6,0.0,1.5,20,0.0,Unavailable,0.4,29,598,3.05679,0.0,3.26709,0.0,3.26847,0.0,3.12114,0.0,3.3413,0.0,3.11164,0.0,3.04267,0.0,3.19256,0.0,3.16009,0.0,3.41923,0.0,3.06635,0.0,3.1373,0.0,3.02177,0.0,3.20909,0.0,2.83658,0.0
Bowen,19,WHU,3,MID,7.9,1.7,5.3,116,100.0,Available,23.1,15048,178161,4.74792,0.94113,5.22419,0.94113,5.31367,0.94113,5.1046,0.94113,5.53604,0.94113,5.11273,0.94113,4.9856,0.94113,5.26188,0.94113,5.20202,0.94113,5.67969,0.94113,5.02925,0.94113,5.28688,0.94113,4.95975,0.94113,5.29236,0.94113,4.60573,0.94113
Cornet,19,WHU,3,MID,5.2,3.0,2.5,10,100.0,Available,0.1,95,74,1.92671,0.6036,2.1122,0.6036,2.17641,0.6036,2.15049,0.6036,2.32272,0.6036,2.17213,0.6036,2.1269,0.6036,2.22519,0.6036,2.20389,0.6036,2.37383,0.6036,2.14243,0.6036,2.23408,0.6036,2.1177,0.6036,2.23603,0.6036,1.99176,0.6036
Coufal,19,WHU,2,DEF,4.6,-0.3,2.9,61,100.0,Available,2.6,1198,8025,2.5925,0.85397,3.08203,0.85397,2.98689,0.85397,2.62924,0.85397,3.23607,0.85397,2.78302,0.85397,2.24739,0.85397,2.69762,0.85397,2.94162,0.85397,3.08835,0.85397,2.97504,0.85397,2.51046,0.85397,2.29463,0.85397,3.24994,0.85397,2.1379,0.85397
Coventry,19,WHU,3,MID,4.3,0.0,0.0,0,0.0,Unavailable,0.1,0,102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cresswell,19,WHU,2,DEF,4.2,0.0,0.7,2,100.0,Available,0.3,104,259,2.45539,0.06883,2.95685,0.06883,2.81845,0.06883,2.42713,0.06883,3.09134,0.06883,2.59552,0.06883,2.00933,0.06883,2.50206,0.06883,2.7691,0.06883,2.92967,0.06883,2.80568,0.06883,2.29724,0.06883,2.06103,0.06883,3.10652,0.06883,1.88951,0.06883
Downes,19,WHU,3,MID,5.0,0.0,0.0,0,0.0,Unavailable,0.0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Emerson,19,WHU,2,DEF,4.5,1.3,2.6,58,100.0,Available,2.8,1311,12223,2.70725,0.94019,3.23055,0.94019,3.12069,0.94019,2.74107,0.94019,3.34702,0.94019,2.87392,0.94019,2.3146,0.94019,2.78474,0.94019,3.03954,0.94019,3.19276,0.94019,3.07444,0.94019,2.5893,0.94019,2.36392,0.94019,3.3615,0.94019,2.20026,0.94019
Fabianski,19,WHU,1,GKP,4.2,0.3,2.6,13,100.0,Available,1.3,384,949,3.24094,0.06475,3.5764,0.06475,3.34199,0.06475,3.7247,0.06475,3.46796,0.06475,3.43918,0.06475,3.23813,0.06475,3.36018,0.06475,3.59382,0.06475,3.87333,0.06475,3.48341,0.06475,3.3439,0.06475,3.23392,0.06475,3.43214,0.06475,3.00672,0.06475
P.Fornals,19,WHU,3,MID,4.6,0.7,1.3,19,0.0,Unavailable,0.0,11,214,1.98878,0.0,2.09502,0.0,2.10516,0.0,2.03514,0.0,2.13976,0.0,2.03063,0.0,1.99785,0.0,2.06908,0.0,2.05365,0.0,2.1768,0.0,2.0091,0.0,2.04282,0.0,1.98792,0.0,2.07694,0.0,1.89991,0.0
Ings,19,WHU,4,FWD,5.6,3.7,1.8,21,,Available,0.7,445,1233,2.31726,0.4136,2.48679,0.4136,2.41154,0.4136,2.67863,0.4136,2.7545,0.4136,2.4537,0.4136,2.52962,0.4136,2.53573,0.4136,2.5588,0.4136,2.9135,0.4136,2.32172,0.4136,2.45963,0.4136,2.51179,0.4136,2.90219,0.4136,2.2762,0.4136
Johnson,19,WHU,2,DEF,4.4,1.3,2.0,10,100.0,Available,0.1,97,59,1.90882,0.69133,2.33052,0.69133,2.26228,0.69133,1.98807,0.69133,2.46723,0.69133,2.1066,0.69133,1.68024,0.69133,2.03862,0.69133,2.23285,0.69133,2.34964,0.69133,2.25945,0.69133,1.88964,0.69133,1.71784,0.69133,2.47827,0.69133,1.59308,0.69133
Kehrer,19,WHU,2,DEF,4.2,0.0,0.5,2,0.0,Unavailable,0.1,0,102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mubama,19,WHU,4,FWD,4.2,0.3,1.0,5,,Available,4.5,6743,8781,1.2011,0.34692,1.32922,0.34692,1.32401,0.34692,1.44105,0.34692,1.47751,0.34692,1.33296,0.34692,1.36944,0.34692,1.37238,0.34692,1.38346,0.34692,1.55393,0.34692,1.26953,0.34692,1.33581,0.34692,1.36087,0.34692,1.54849,0.34692,1.24765,0.34692
L.Paquetá,19,WHU,3,MID,6.0,0.0,3.5,63,25.0,Doubtful,1.4,112,5037,3.78775,0.07986,4.02847,0.30947,4.03026,0.6389,3.83991,0.85193,4.12435,0.90501,3.82764,0.92481,3.73853,0.92481,3.93218,0.92481,3.89023,0.92481,4.22504,0.92481,3.76912,0.92481,3.9497,0.92481,3.72041,0.92481,3.95354,0.92481,3.47226,0.92481
Scamacca,19,WHU,4,FWD,6.0,0.0,0.0,0,0.0,Unavailable,0.0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Souček,19,WHU,3,MID,4.9,1.7,3.5,77,100.0,Available,1.3,1573,6381,3.55572,0.94032,3.8137,0.94032,3.85906,0.94032,3.72354,0.94032,3.99101,0.94032,3.7291,0.94032,3.65045,0.94032,3.82139,0.94032,3.78435,0.94032,4.07989,0.94032,3.67745,0.94032,3.83685,0.94032,3.63445,0.94032,3.84024,0.94032,3.41541,0.94032
Vlašić,19,WHU,3,MID,4.5,0.0,0.0,0,0.0,Unavailable,0.0,0,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zouma,19,WHU,2,DEF,4.5,1.3,2.5,48,100.0,Available,1.5,833,2108,2.78101,0.85739,3.33217,0.85739,3.25455,0.85739,2.89828,0.85739,3.55524,0.85739,3.06801,0.85739,2.49198,0.85739,2.97617,0.85739,3.23858,0.85739,3.39637,0.85739,3.27452,0.85739,2.77489,0.85739,2.54278,0.85739,3.57016,0.85739,2.37423,0.85739
Ogbonna,19,WHU,2,DEF,4.3,0.0,2.8,17,,Available,0.1,29,265,2.03783,0.24642,2.40741,0.24642,2.3124,0.24642,2.04377,0.24642,2.49973,0.24642,2.15937,0.24642,1.75697,0.24642,2.09521,0.24642,2.27852,0.24642,2.38875,0.24642,2.30363,0.24642,1.9546,0.24642,1.79246,0.24642,2.51015,0.24642,1.67471,0.24642
Álvarez,19,WHU,3,MID,5.0,1.7,2.1,39,100.0,Available,0.2,210,248,2.69582,0.80136,2.84481,0.80136,2.84582,0.80136,2.74052,0.80136,2.89612,0.80136,2.73196,0.80136,2.68266,0.80136,2.7898,0.80136,2.76659,0.80136,2.95183,0.80136,2.69958,0.80136,2.79949,0.80136,2.67263,0.80136,2.80162,0.80136,2.53533,0.80136
Anang,19,WHU,1,GKP,4.0,0.0,0.0,0,,Available,0.1,38,44,2.85201,0.002,3.12386,0.002,2.9339,0.002,3.24404,0.002,3.03599,0.002,3.01266,0.002,2.84973,0.002,2.94863,0.002,3.13798,0.002,3.36449,0.002,3.04851,0.002,2.93545,0.002,2.84632,0.002,3.00696,0.002,2.66219,0.002
Ward-Prowse,19,WHU,3,MID,6.0,7.0,4.7,103,,Available,8.5,17861,24630,5.4301,0.94123,5.67829,0.94123,5.53857,0.94123,5.18432,0.94123,5.58907,0.94123,5.15407,0.94123,5.02343,0.94123,5.30734,0.94123,5.24583,0.94123,5.73669,0.94123,5.06828,0.94123,5.33303,0.94123,4.99686,0.94123,5.33866,0.94123,4.63306,0.94123
Mavropanos,19,WHU,2,DEF,4.5,1.0,3.4,31,100.0,Available,0.2,95,1656,2.24153,0.63813,2.69468,0.63813,2.62757,0.63813,2.33829,0.63813,2.86053,0.63813,2.47069,0.63813,2.00979,0.63813,2.3972,0.63813,2.60716,0.63813,2.73342,0.63813,2.63592,0.63813,2.23616,0.63813,2.05044,0.63813,2.87246,0.63813,1.91558,0.63813
Kudus,19,WHU,3,MID,6.8,2.3,4.6,83,100.0,Available,3.3,13618,13413,3.22338,0.92659,3.45155,0.92659,3.48328,0.92659,3.35704,0.92659,3.60058,0.92659,3.35664,0.92659,3.28338,0.92659,3.44259,0.92659,3.40809,0.92659,3.68336,0.92659,3.30853,0.92659,3.45699,0.92659,3.26848,0.92659,3.46015,0.92659,3.06447,0.92659
Orford,19,WHU,3,MID,4.5,0.0,0.0,0,,Available,0.0,8,8,1.39308,0.07816,1.44642,0.07816,1.44681,0.07816,1.40464,0.07816,1.46766,0.07816,1.40192,0.07816,1.38218,0.07816,1.42508,0.07816,1.41579,0.07816,1.48997,0.07816,1.38896,0.07816,1.42897,0.07816,1.37816,0.07816,1.42982,0.07816,1.32319,0.07816
Casey,19,WHU,2,DEF,4.0,0.0,0.0,0,,Available,0.0,57,34,1.6178,0.10234,1.95169,0.10234,1.85953,0.10234,1.59899,0.10234,2.04123,0.10234,1.71111,0.10234,1.32081,0.10234,1.64888,0.10234,1.82668,0.10234,1.93359,0.10234,1.85103,0.10234,1.5125,0.10234,1.35523,0.10234,2.05134,0.10234,1.24103,0.10234
Scarles,19,WHU,2,DEF,4.0,0.0,0.0,0,,Available,0.0,44,12,1.63094,0.14132,1.966,0.14132,1.87353,0.14132,1.61206,0.14132,2.05587,0.14132,1.72458,0.14132,1.33291,0.14132,1.66213,0.14132,1.84055,0.14132,1.94784,0.14132,1.86499,0.14132,1.52527,0.14132,1.36745,0.14132,2.06601,0.14132,1.25284,0.14132
Marshall,19,WHU,4,FWD,4.5,0.0,0.0,0,0.0,Unavailable,0.0,0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Doyle,20,WOL,3,MID,4.4,2.0,1.4,21,100.0,Available,0.1,158,144,1.69494,0.84842,1.66104,0.84842,1.78088,0.84842,1.69483,0.84842,1.86546,0.84842,1.87967,0.84842,1.71139,0.84842,1.76208,0.84842,1.80663,0.84842,1.8058,0.84842,1.73273,0.84842,1.78305,0.84842,1.63697,0.84842,1.79201,0.84842,1.67107,0.84842
Aït-Nouri,20,WOL,2,DEF,4.5,1.3,1.7,32,100.0,Available,0.3,3392,315,2.66287,0.92338,2.09541,0.92338,3.13034,0.92338,1.99324,0.92338,2.88106,0.92338,2.80069,0.92338,2.29637,0.92338,2.92354,0.92338,2.74516,0.92338,2.90723,0.92338,2.42429,0.92338,3.05137,0.92338,1.87931,0.92338,3.00709,0.92338,1.73408,0.92338
Bentley,20,WOL,1,GKP,3.9,0.0,5.3,16,,Available,1.0,389,1527,2.9947,0.06108,3.09067,0.06108,3.19138,0.06108,2.90987,0.06108,3.42871,0.06108,3.11849,0.06108,2.97157,0.06108,3.13471,0.06108,3.33036,0.06108,3.18617,0.06108,2.91217,0.06108,3.06834,0.06108,2.72085,0.06108,3.26341,0.06108,3.19195,0.06108
Bolla,20,WOL,2,DEF,4.0,0.0,0.0,0,0.0,Unavailable,0.4,0,159,1.83773,0.0,1.45832,0.0,1.99443,0.0,1.34028,0.0,1.9227,0.0,2.10229,0.0,1.50089,0.0,2.11799,0.0,1.97349,0.0,1.85463,0.0,1.73047,0.0,2.02318,0.0,1.08905,0.0,1.86581,0.0,1.11649,0.0
H.Bueno,20,WOL,2,DEF,4.4,0.3,1.5,20,100.0,Available,0.1,39,55,1.96471,0.59493,1.593,0.59493,2.335,0.59493,1.51585,0.59493,2.17881,0.59493,2.12104,0.59493,1.75856,0.59493,2.20934,0.59493,2.08113,0.59493,2.19762,0.59493,1.85051,0.59493,2.30122,0.59493,1.45881,0.59493,2.26939,0.59493,1.35442,0.59493
