ID,Name,Team,Pos,Price,30_pts_no_prob,30_prob,30_with_prob,31_pts_no_prob,31_prob,31_with_prob,32_pts_no_prob,32_prob,32_with_prob,33_pts_no_prob,33_prob,33_with_prob,34_pts_no_prob,34_prob,34_with_prob,35_pts_no_prob,35_prob,35_with_prob,36_pts_no_prob,36_prob,36_with_prob,37_pts_no_prob,37_prob,37_with_prob,38_pts_no_prob,38_prob,38_with_prob,tba_pts_no_prob,tba_prob,tba_with_prob
388,Mainoo,MUN,MID,4.4,1.63206,0.92067,1.5026,1.65429,0.92067,1.52306,1.73498,0.92067,1.59735,1.74627,0.92067,1.60775,0,0,0,1.84197,0.92067,1.69586,1.7504,0.92067,1.61155,1.70863,0.92067,1.57309,1.72072,0.92067,1.58423,3.66645,0.92067,3.3756
389,Malacia,MUN,DEF,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
390,Martial,MUN,FWD,6.4,1.8674,0.01,0.01867,1.93718,0.01,0.01937,1.91089,0.60874,1.16324,1.85477,0.77328,1.43425,0,0,0,2.14301,0.80759,1.73068,1.78476,0.82607,1.47433,1.68809,0.82607,1.39447,1.82952,0.82607,1.5113,4.01722,0.82607,3.31848
391,Martinez,MUN,DEF,4.7,1.17424,0.30787,0.36151,1.04339,0.6356,0.66318,1.15547,0.81621,0.94311,1.23598,0.86491,1.06902,0,0,0,1.66345,0.88109,1.46565,1.39447,0.88109,1.22865,1.0671,0.88109,0.94021,1.0499,0.88109,0.92506,2.99302,0.88109,2.63712
392,McTominay,MUN,MID,4.6,2.27047,0.93962,2.13338,2.31186,0.93962,2.17227,2.54347,0.93962,2.3899,2.53279,0.93962,2.37986,0,0,0,2.79682,0.93962,2.62795,2.52506,0.93962,2.3726,2.40109,0.93962,2.25611,2.43699,0.93962,2.28985,5.5417,0.93962,5.20711
393,Mengi,LUT,DEF,3.9,1.32903,0.87134,1.15805,1.35433,0.87134,1.18008,1.75265,0.87134,1.52716,1.43182,0.87134,1.24761,1.88466,0.87134,1.64218,1.80722,0.87134,1.57471,2.03343,0.87134,1.77182,1.68895,0.87134,1.47166,1.98409,0.87134,1.72883,0,0,0
394,Pellistri,MUN,MID,4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
395,R.Varane,MUN,DEF,4.9,1.57187,0.90319,1.4197,1.51043,0.90319,1.36421,1.75046,0.90319,1.581,1.91873,0.90319,1.73298,0,0,0,2.52359,0.90319,2.27928,2.16188,0.90319,1.95259,1.72165,0.90319,1.55498,1.69853,0.90319,1.5341,4.59821,0.90319,4.15307
396,Rashford,MUN,MID,8.4,3.91833,0.93894,3.67908,3.81422,0.93894,3.58133,4.09352,0.93894,3.84357,3.95205,0.93894,3.71075,0,0,0,4.32935,0.93894,4.06501,3.84526,0.93894,3.61048,3.62442,0.93894,3.40312,3.68838,0.93894,3.46317,8.56622,0.93894,8.04318
397,Sancho,MUN,MID,6.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
398,Shaw,MUN,DEF,5.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.45552,0.01,0.01456,1.42595,0.639,0.91118,4.38835,0.639,2.80415
399,Shoretire,MUN,FWD,4.4,1.26053,2.0E-5,2.0E-5,1.30605,2.0E-5,2.0E-5,1.2889,2.0E-5,2.0E-5,1.25228,2.0E-5,2.0E-5,0,0,0,1.44032,2.0E-5,2.0E-5,1.20661,2.0E-5,2.0E-5,1.14355,2.0E-5,2.0E-5,1.23581,2.0E-5,2.0E-5,2.7053,2.0E-5,4.0E-5
400,"Van de Beek",MUN,MID,4.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
401,Wan-Bissaka,MUN,DEF,4.4,1.80436,0.75907,1.36964,1.58024,0.75907,1.19952,1.7722,0.75907,1.34523,1.9101,0.75907,1.4499,0,0,0,2.64223,0.75907,2.00565,2.18154,0.75907,1.65595,1.62084,0.75907,1.23033,1.59139,0.75907,1.20798,4.71264,0.75907,3.57723
402,Almirón,NEW,MID,6,2.98947,0.94123,2.81379,3.26228,0.94123,3.07056,3.09746,0.94123,2.91543,3.0947,0.94123,2.91283,0,0,0,3.40464,0.94123,3.20455,3.18103,0.94123,2.99409,3.12224,0.94123,2.93875,3.17394,0.94123,2.98741,6.13824,0.94123,5.77751
403,Anderson,NEW,MID,4.2,1.20991,0.89883,1.0875,1.3063,0.89883,1.17414,1.27674,0.89883,1.14757,1.30597,0.89883,1.17384,0,0,0,1.40834,0.89883,1.26586,1.34184,0.89883,1.20609,1.32436,0.89883,1.19037,1.33973,0.89883,1.20419,2.61712,0.89883,2.35235
404,Ashby,NEW,DEF,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
405,Botman,NEW,DEF,4.5,2.0835,0.63999,1.33343,2.7542,0.83974,2.31282,2.41494,0.90677,2.18979,2.12637,0.9376,1.99368,0,0,0,3.00525,0.9376,2.81772,2.70215,0.9376,2.53354,1.96459,0.9376,1.842,2.17389,0.9376,2.03824,4.62267,0.9376,4.33422
406,"Bruno G.",NEW,MID,5.8,3.27759,0.94113,3.08464,3.48844,0.94113,3.28307,3.2447,0.94113,3.05369,3.18212,0.94113,2.99479,0,0,0,3.49356,0.94113,3.28789,3.26704,0.94113,3.07471,3.20748,0.94113,3.01866,3.25986,0.94113,3.06795,6.30734,0.94113,5.93603
407,Burn,NEW,DEF,4.4,2.94782,0.93848,2.76649,3.73791,0.93848,3.50797,3.04867,0.93848,2.86113,2.50582,0.93848,2.35167,0,0,0,3.8064,0.93848,3.57225,3.35488,0.93848,3.14851,2.25614,0.93848,2.11735,2.56793,0.93848,2.40996,5.54537,0.93848,5.20425
408,Darlow,NEW,GK,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
409,Dubravka,NEW,GK,4.2,3.32974,0.94,3.12996,3.48575,0.94,3.2766,3.14518,0.94,2.95647,2.89695,0.94,2.72314,0,0,0,3.29331,0.14275,0.47012,3.21535,0.06835,0.21977,3.07176,0.06835,0.20996,2.95889,0.06835,0.20225,6.4946,0.06835,0.44392
410,Fraser,NEW,MID,4.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
411,Gillespie,NEW,GK,3.9,3.11597,0.002,0.00623,3.26587,0.002,0.00653,2.93862,0.002,0.00588,2.7001,0.002,0.0054,0,0,0,3.08096,0.002,0.00616,3.00605,0.002,0.00601,2.86807,0.002,0.00574,2.75962,0.002,0.00552,6.07349,0.002,0.01214
412,Gordon,NEW,MID,6.1,3.28432,0.64,2.10197,3.51129,0.84113,2.95344,3.28296,0.90939,2.98549,3.26422,0.9412,3.07228,0,0,0,3.63996,0.9412,3.42593,3.36535,0.9412,3.16747,3.29315,0.9412,3.09951,3.35664,0.9412,3.15927,6.45582,0.9412,6.07623
413,Hayden,NEW,MID,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
414,Hendrick,NEW,MID,4.4,1.40174,0,0.01816,1.44704,0,0.01875,1.48554,0,0.01925,1.452,0,0.01881,0,0,0,1.44357,0,0.0187,1.40157,0,0.01816,1.40584,0,0.01821,1.40272,0,0.01817,2.83049,0,0.03667
415,Isak,NEW,FWD,7.5,3.72879,0.92551,3.45102,3.94978,0.92551,3.65554,4.28615,0.92551,3.96686,3.90108,0.92551,3.61047,0,0,0,4.03536,0.92551,3.73475,3.74616,0.92551,3.4671,3.79283,0.92551,3.51028,3.7306,0.92551,3.45269,7.04387,0.92551,6.51915
416,Joelinton,NEW,MID,5.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.72907,0.01,0.02729,2.53119,0.78318,1.98237,2.47916,0.88359,2.19056,2.52491,0.90468,2.28424,4.8643,0.90468,4.40063
417,Krafth,NEW,DEF,4.4,1.85574,0.39984,0.742,2.44584,0.39984,0.97794,1.99213,0.39984,0.79653,1.65407,0.39984,0.66136,0,0,0,2.60887,0.39984,1.04313,2.28075,0.39984,0.91193,1.48231,0.39984,0.59268,1.70888,0.39984,0.68328,3.71535,0.39984,1.48554
418,Kuol,NEW,MID,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
419,Lascelles,NEW,DEF,3.9,1.83646,0.32204,0.59141,2.34376,0.32204,0.75478,1.95087,0.32204,0.62826,1.64117,0.32204,0.52852,0,0,0,2.44644,0.32204,0.78785,2.16347,0.32204,0.69672,1.47488,0.32204,0.47497,1.67028,0.32204,0.5379,3.59721,0.32204,1.15844
420,J.Lewis,NEW,DEF,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
421,Longstaff,NEW,MID,4.8,2.56617,0.9394,2.41066,2.81429,0.9394,2.64374,2.70715,0.9394,2.5431,2.72264,0.9394,2.55765,0,0,0,2.963,0.9394,2.78344,2.79304,0.9394,2.62378,2.74835,0.9394,2.5818,2.78765,0.9394,2.61871,5.41595,0.9394,5.08774
422,Manquillo,NEW,DEF,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
423,J.Murphy,NEW,MID,4.8,1.88799,0.86772,1.63825,2.0755,0.86772,1.80096,1.97035,0.86772,1.70972,1.96534,0.86772,1.70537,0,0,0,2.15316,0.86772,1.86835,2.01178,0.86772,1.74567,1.97461,0.86772,1.71341,2.0073,0.86772,1.74178,3.88205,0.86772,3.36855
424,Pope,NEW,GK,5.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.30019,0.79725,2.63107,3.21604,0.8933,2.87289,3.06103,0.9125,2.79318,2.93919,0.9125,2.682,6.50106,0.9125,5.9322
425,Ritchie,NEW,MID,4.3,1.33369,0.16264,0.21691,1.37145,0.16264,0.22305,1.28484,0.16264,0.20897,1.26487,0.16264,0.20572,0,0,0,1.35882,0.16264,0.221,1.28346,0.16264,0.20874,1.26364,0.16264,0.20552,1.28107,0.16264,0.20835,2.49148,0.16264,0.40521
426,Saint-Maximin,NEW,MID,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
427,Schär,NEW,DEF,5.4,2.71828,0.94123,2.55853,3.5902,0.94123,3.37921,3.04702,0.94123,2.86796,2.62411,0.94123,2.46989,0,0,0,3.87755,0.94123,3.64968,3.44526,0.94123,3.24279,2.39331,0.94123,2.25266,2.69182,0.94123,2.53363,5.77572,0.94123,5.43629
428,Targett,NEW,DEF,4.2,1.57774,0.27235,0.4297,2.10178,0.27235,0.57242,1.66456,0.27235,0.45335,1.33385,0.27235,0.36327,0,0,0,2.19374,0.27235,0.59747,1.89158,0.27235,0.51517,1.15628,0.27235,0.31491,1.36494,0.27235,0.37174,3.00393,0.27235,0.81812
429,Tonali,NEW,MID,5.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
430,Trippier,NEW,DEF,6.7,3.55048,0.29738,1.05586,4.89103,0.61396,3.00288,3.96083,0.82525,3.26867,3.24096,0.89033,2.88552,0,0,0,5.22534,0.91848,4.79938,4.52804,0.91848,4.15892,2.83119,0.91848,2.60039,3.31271,0.91848,3.04266,7.25784,0.91848,6.66619
431,Watts,NEW,DEF,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
432,Willock,NEW,MID,5.3,2.58146,0.90355,2.33248,2.7844,0.90355,2.51585,2.60037,0.90355,2.34956,2.5723,0.90355,2.3242,0,0,0,2.83792,0.90355,2.5642,2.6336,0.90355,2.37958,2.57987,0.90355,2.33104,2.62711,0.90355,2.37373,5.06267,0.90355,4.57437
433,Wilson,NEW,FWD,7.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1834,0.01,0.03183,3.22715,0.66102,2.13322,3.1688,0.82383,2.61055,5.94626,0.82383,4.89872
434,B.Aguilera,NFO,MID,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
435,Arter,NFO,MID,4.3,1.2608,2.0E-5,2.0E-5,1.29869,2.0E-5,2.0E-5,1.17121,2.0E-5,2.0E-5,1.23076,2.0E-5,2.0E-5,1.21289,2.0E-5,2.0E-5,1.13892,2.0E-5,2.0E-5,1.28344,2.0E-5,2.0E-5,1.2372,2.0E-5,2.0E-5,1.21667,2.0E-5,2.0E-5,0,0,0
436,Aurier,NFO,DEF,4.5,2.88817,0,1.86807,2.77545,0,1.79516,2.14315,0,1.38619,2.70902,0,1.7522,2.34258,0,1.51518,1.95788,0,1.26636,2.4403,0,1.57839,2.28302,0,1.47666,2.81344,0,1.81974,0,0,0
437,Awoniyi,NFO,FWD,6.3,2.43124,0.23353,0.56777,2.86564,0.48213,1.3816,2.5007,0.64033,1.60127,2.57775,0.72308,1.86391,2.692,0.76017,2.04638,2.27758,0.76017,1.73135,2.66914,0.76017,2.029,2.56924,0.76017,1.95306,2.46932,0.76017,1.8771,0,0,0
438,Biancone,NFO,DEF,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
439,Boly,NFO,DEF,4.5,2.62147,0.88324,2.31538,2.43438,0.88324,2.15014,1.45747,0.88324,1.28729,2.16517,0.88324,1.91236,1.91242,0.88324,1.68912,1.29518,0.88324,1.14395,2.15612,0.88324,1.90437,1.94744,0.88324,1.72006,2.36896,0.88324,2.09236,0,0,0
440,Bowler,NFO,MID,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
441,Cook,NFO,DEF,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
442,Danilo,NFO,MID,5.3,2.00576,0.77991,1.56432,2.14595,0.77991,1.67366,1.97798,0.77991,1.54265,2.10931,0.77991,1.64508,2.07827,0.77991,1.62087,1.94977,0.77991,1.52065,2.20082,0.77991,1.71645,2.12049,0.77991,1.6538,2.08483,0.77991,1.62598,0,0,0
443,Dennis,NFO,FWD,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
444,Dräger,NFO,DEF,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
445,Felipe,NFO,DEF,4.4,2.1902,0.49458,1.08322,2.07028,0.49458,1.02391,1.25451,0.49458,0.62045,1.86865,0.49458,0.92419,1.66755,0.49458,0.82473,1.14363,0.49458,0.56561,1.8744,0.49458,0.92703,1.69728,0.49458,0.83943,2.05506,0.49458,1.01638,0,0,0
446,Freuler,NFO,MID,4.9,2.49917,0,0.2286,2.62501,0,0.24012,2.46954,0,0.22589,2.55394,0,0.23361,2.48439,0,0.22725,2.36355,0,0.2162,2.54229,0,0.23255,2.49001,0,0.22777,2.48608,0,0.22741,0,0,0
447,Gibbs-White,NFO,MID,5.7,3.96948,0.92136,3.65732,4.13553,0.92136,3.81031,3.56169,0.92136,3.2816,3.80637,0.92136,3.50703,3.6773,0.92136,3.38811,3.34065,0.92136,3.07793,3.99836,0.92136,3.68392,3.78791,0.92136,3.49003,3.69447,0.92136,3.40393,0,0,0
448,Hennessey,NFO,GK,3.9,3.12274,0.002,0.00625,3.23594,0.002,0.00647,2.76336,0.002,0.00553,2.73284,0.002,0.00547,3.3158,0.002,0.00663,2.88611,0.002,0.00577,2.93549,0.002,0.00587,2.96128,0.002,0.00592,2.92684,0.002,0.00585,0,0,0
449,Horvath,NFO,GK,4.3,3.47746,0,0.00695,3.66648,0,0.00733,3.27995,0,0.00656,3.22287,0,0.00645,3.52766,0,0.00706,3.29012,0,0.00658,3.29676,0,0.00659,3.37381,0,0.00675,3.33031,0,0.00666,0,0,0
450,Johnson,TOT,MID,5.8,3.54319,0.94058,3.33266,3.25571,0.94058,3.06225,3.54952,0.94058,3.33861,3.04933,0.94058,2.86814,0,0,0,2.98794,0.94058,2.8104,2.98406,0.94058,2.80675,3.5399,0.94058,3.32956,3.52929,0.94058,3.31959,6.09779,0.94058,5.73546
451,Kouyaté,NFO,MID,4.8,1.20425,0.24503,0.29508,1.25616,0.24503,0.3078,1.17137,0.24503,0.28703,1.24118,0.24503,0.30413,1.22641,0.24503,0.30051,1.16526,0.24503,0.28553,1.28473,0.24503,0.3148,1.24651,0.24503,0.30544,1.22953,0.24503,0.30128,0,0,0
452,Laryea,NFO,DEF,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
453,Mangala,NFO,MID,5,2.73089,0,2.3812,2.8569,0,2.49107,2.64177,0,2.30349,2.76839,0,2.4139,2.65635,0,2.31621,2.5688,0,2.23987,2.76517,0,2.41109,2.71307,0,2.36566,2.67953,0,2.33642,0,0,0
454,"Mbe Soh",NFO,DEF,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
455,McKenna,NFO,DEF,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
456,Mighten,NFO,MID,4.4,1.41425,0,0.04239,1.47524,0,0.04421,1.39989,0,0.04196,1.44079,0,0.04318,1.40708,0,0.04217,1.34851,0,0.04042,1.43515,0,0.04301,1.40981,0,0.04225,1.4079,0,0.0422,0,0,0
457,Niakhaté,NFO,DEF,4.5,2.75968,0.31197,0.86094,2.52517,0.31197,0.78778,1.59112,0.31197,0.49639,2.24841,0.31197,0.70144,1.99843,0.31197,0.62345,1.41536,0.31197,0.44155,2.22864,0.31197,0.69527,2.03152,0.31197,0.63378,2.4297,0.31197,0.758,0,0,0
458,O'Brien,NFO,MID,4.9,2.01475,0,0.01106,2.13658,0,0.01173,1.98996,0,0.01092,2.04874,0,0.01124,2.00238,0,0.01099,1.89983,0,0.01043,2.01889,0,0.01108,2.00708,0,0.01101,1.98649,0,0.0109,0,0,0
459,Ojeda,NFO,MID,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,Panzo,NFO,DEF,4,1.86502,0,0.06593,1.92185,0,0.06794,1.45787,0,0.05154,1.98917,0,0.07032,1.66042,0,0.0587,1.25609,0,0.0444,1.54944,0,0.05477,1.55396,0,0.05493,2.11698,0,0.07484,0,0,0
461,O.Richards,NFO,DEF,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
462,G.Scarpa,NFO,MID,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
463,J.Shelvey,NFO,MID,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
464,Surridge,NFO,FWD,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
465,Toffolo,NFO,DEF,4.4,2.64723,0.74889,1.98248,2.52354,0.74889,1.88984,1.64114,0.74889,1.22903,2.30445,0.74889,1.72577,2.07196,0.74889,1.55167,1.49558,0.74889,1.12002,2.29954,0.74889,1.72209,2.10467,0.74889,1.57616,2.49829,0.74889,1.87094,0,0,0
466,Ui-jo,NFO,FWD,4.4,1.50159,0,0.12498,1.74656,0,0.14537,1.42484,0,0.11859,1.56772,0,0.13048,1.5649,0,0.13025,1.40768,0,0.11716,1.58053,0,0.13155,1.45459,0,0.12107,1.53101,0,0.12743,0,0,0
467,Williams,NFO,DEF,4.3,2.24816,0.92726,2.08464,2.16259,0.92726,2.00529,1.43242,0.92726,1.32823,1.97903,0.92726,1.83509,1.78593,0.92726,1.65603,1.30786,0.92726,1.21273,1.97469,0.92726,1.83106,1.81306,0.92726,1.68119,2.13954,0.92726,1.98392,0,0,0
468,Wood,NFO,FWD,4.8,2.98593,0.9092,2.7148,3.40364,0.9092,3.09458,2.89439,0.9092,2.63157,2.92887,0.9092,2.66292,3.0182,0.9092,2.74414,2.53315,0.9092,2.30314,2.99145,0.9092,2.71982,2.87453,0.9092,2.61351,2.75757,0.9092,2.50717,0,0,0
469,Worrall,NFO,DEF,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
470,Yates,NFO,MID,4.8,1.9869,0.93769,1.86309,2.10451,0.93769,1.97337,1.95862,0.93769,1.83658,2.09268,0.93769,1.96228,2.08409,0.93769,1.95423,1.96374,0.93769,1.84137,2.19888,0.93769,2.06186,2.12364,0.93769,1.99131,2.09023,0.93769,1.95998,0,0,0
471,Ahmedhodžić,SHU,DEF,4.3,2.37478,0.92416,2.19467,1.35408,0.92416,1.25139,2.06659,0.92416,1.90985,2.00061,0.92416,1.84888,2.90828,0.92416,2.68771,1.52318,0.92416,1.40766,2.37665,0.92416,2.1964,2.12322,0.92416,1.96219,1.99686,0.92416,1.84541,1.90301,0.92416,1.75868
472,Amissah,SHU,GK,3.9,3.33117,0.002,0.00666,3.14345,0.002,0.00629,3.04228,0.002,0.00608,2.75962,0.002,0.00552,3.07602,0.002,0.00615,2.60383,0.002,0.00521,3.06769,0.002,0.00614,3.41517,0.002,0.00683,2.7001,0.002,0.0054,3.0418,0.002,0.00608
473,Baldock,SHU,DEF,3.8,1.63276,0.85772,1.40046,0.94419,0.85772,0.80985,1.41711,0.85772,1.21549,1.38671,0.85772,1.18942,2.01292,0.85772,1.72653,1.08782,0.85772,0.93305,1.65785,0.85772,1.42197,1.48858,0.85772,1.27679,1.40419,0.85772,1.2044,1.3415,0.85772,1.15064
474,Basham,SHU,DEF,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
475,Berge,BUR,MID,4.6,2.14304,0.92136,1.9745,2.28081,0.92136,2.10145,2.26353,0.92136,2.08552,2.26618,0.92136,2.08796,2.4521,0.92136,2.25927,2.24838,0.92136,2.07157,2.43183,0.92136,2.24059,2.23091,0.92136,2.05547,2.41881,0.92136,2.22859,0,0,0
476,Bogle,SHU,DEF,4.5,2.16195,0.93983,2.03187,1.37498,0.93983,1.29225,1.9689,0.93983,1.85044,1.92611,0.93983,1.81022,2.65411,0.93983,2.49441,1.52973,0.93983,1.43769,2.22255,0.93983,2.08882,2.01682,0.93983,1.89547,1.91425,0.93983,1.79907,1.83806,0.93983,1.72747
477,Brewster,SHU,FWD,4.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
478,Coulibaly,SHU,MID,4.4,1.19905,0,9.0E-5,1.27007,0,9.0E-5,1.14376,0,8.0E-5,1.2156,0,9.0E-5,1.21355,0,9.0E-5,1.25021,0,9.0E-5,1.17412,0,9.0E-5,1.26209,0,9.0E-5,1.19412,0,9.0E-5,1.21231,0,9.0E-5
479,A.Davies,SHU,GK,4,3.33117,0.00201,0.00668,3.14345,0.00201,0.0063,3.04228,0.00201,0.0061,2.75962,0.00201,0.00553,3.07602,0.00201,0.00617,2.60383,0.00201,0.00522,3.06769,0.00201,0.00615,3.41517,0.00201,0.00685,2.7001,0.00201,0.00541,3.0418,0.00201,0.0061
480,Egan,SHU,DEF,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.63585,0.01,0.01636,1.43215,0.74545,1.06759,1.33058,0.84071,1.11863,1.25515,0.84071,1.05521
481,Fleck,SHU,MID,4.9,1.64725,0,0.15036,1.76715,0,0.1613,1.5539,0,0.14184,1.67518,0,0.15291,1.67173,0,0.15259,1.73363,0,0.15824,1.60516,0,0.14651,1.75367,0,0.16007,1.63892,0,0.1496,1.66964,0,0.1524
482,Foderingham,SHU,GK,4.5,3.72135,0.2,0.74427,3.51957,0.2,0.70391,3.41082,0.2,0.68216,3.10699,0.2,0.6214,3.44709,0.2,0.68942,2.93953,0.2,0.58791,3.43813,0.2,0.68763,3.81165,0.2,0.76233,3.04301,0.2,0.6086,3.41031,0.2,0.68206
483,Jebbison,SHU,FWD,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
484,Lowe,SHU,DEF,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
485,McBurnie,SHU,FWD,5.4,2.80463,0.86387,2.42283,2.19251,0.86387,1.89404,2.50325,0.86387,2.16248,2.41202,0.86387,2.08367,2.83835,0.86387,2.45196,2.54361,0.86387,2.19734,2.9704,0.86387,2.56604,2.68789,0.86387,2.32198,2.56159,0.86387,2.21288,2.26099,0.86387,1.95319
486,Ndiaye,SHU,FWD,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
487,Norrington-Davies,SHU,DEF,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
488,Norwood,SHU,MID,4.8,1.86838,0.86355,1.61345,1.70713,0.86355,1.4742,1.92456,0.86355,1.66196,1.93513,0.86355,1.67109,2.07587,0.86355,1.79262,1.85271,0.86355,1.59992,2.04393,0.86355,1.76504,1.95652,0.86355,1.68956,1.93697,0.86355,1.67268,1.90306,0.86355,1.6434
489,Osborn,SHU,MID,4.8,1.61661,0.81743,1.32146,1.50602,0.81743,1.23106,1.68166,0.81743,1.37463,1.69392,0.81743,1.38466,1.80165,0.81743,1.47272,1.63261,0.81743,1.33454,1.77746,0.81743,1.45294,1.71124,0.81743,1.39882,1.69644,0.81743,1.38671,1.67075,0.81743,1.36571
490,Osula,SHU,FWD,4.3,1.64617,0.87308,1.43723,1.384,0.87308,1.20833,1.54967,0.87308,1.35298,1.51788,0.87308,1.32522,1.73341,0.87308,1.5134,1.59148,0.87308,1.38948,1.79701,0.87308,1.56892,1.66096,0.87308,1.45015,1.60014,0.87308,1.39704,1.45538,0.87308,1.27066
491,Austin,TOT,GK,3.9,2.8575,0.002,0.00572,2.70375,0.002,0.00541,3.06769,0.002,0.00614,2.60383,0.002,0.00521,0,0,0,2.58059,0.002,0.00516,3.14345,0.002,0.00629,3.07602,0.002,0.00615,3.01515,0.002,0.00603,5.73144,0.002,0.01147
492,Bentancur,TOT,MID,5.4,1.54814,0.93131,1.4418,1.50811,0.93131,1.40451,1.72887,0.93131,1.61011,1.56457,0.93131,1.4571,0,0,0,1.57939,0.93131,1.4709,1.57761,0.93131,1.46924,1.83228,0.93131,1.70642,1.82742,0.93131,1.7019,3.21463,0.93131,2.99382
493,Bissouma,TOT,MID,5,1.62699,0.9232,1.50204,1.6014,0.9232,1.47842,1.77828,0.9232,1.64171,1.65688,0.9232,1.52964,0,0,0,1.67517,0.9232,1.54652,1.67376,0.9232,1.54522,1.87536,0.9232,1.73134,1.87152,0.9232,1.72779,3.39455,0.9232,3.13386
