ID,Name,Team,Pos,Price,30_pts_no_prob,30_prob,30_with_prob,31_pts_no_prob,31_prob,31_with_prob,32_pts_no_prob,32_prob,32_with_prob,33_pts_no_prob,33_prob,33_with_prob,34_pts_no_prob,34_prob,34_with_prob,35_pts_no_prob,35_prob,35_with_prob,36_pts_no_prob,36_prob,36_with_prob,37_pts_no_prob,37_prob,37_with_prob,38_pts_no_prob,38_prob,38_with_prob,tba_pts_no_prob,tba_prob,tba_with_prob
692,Benda,FUL,GK,4,3.01515,0.002,0.00604,2.91455,0.002,0.00584,2.74163,0.002,0.00549,2.70375,0.002,0.00542,2.82616,0.002,0.00566,3.2121,0.002,0.00643,2.75962,0.002,0.00553,2.96322,0.002,0.00593,2.95204,0.002,0.00591,0,0,0
693,Thomas,SHU,DEF,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
694,Massengo,BUR,MID,4.9,1.67341,0.01579,0.02643,1.754,0.0612,0.10735,1.72431,0.12635,0.21786,1.70262,0.16781,0.28571,1.84158,0.18755,0.34539,1.66976,0.19742,0.32964,1.82448,0.19742,0.36019,1.65502,0.19742,0.32673,1.81349,0.19742,0.35802,0,0,0
695,Altay,MUN,GK,4,2.75962,0.06,0.16559,2.76822,0.06,0.1661,2.82616,0.06,0.16958,2.93497,0.06,0.17611,0,0,0,3.07602,0.06,0.18457,3.03169,0.06,0.18191,2.58059,0.06,0.15484,2.98021,0.06,0.17882,5.82259,0.06,0.34938
696,Murillo,NFO,DEF,4.5,3.19385,0.87543,2.79599,3.04885,0.87543,2.66906,2.02524,0.87543,1.77296,2.78485,0.87543,2.43794,2.51433,0.87543,2.20112,1.84896,0.87543,1.61864,2.77703,0.87543,2.43109,2.55208,0.87543,2.23417,3.00647,0.87543,2.63195,0,0,0
697,S.Bueno,WOL,DEF,4.5,1.40591,0.26424,0.3715,2.12684,0.26424,0.56199,1.87794,0.26424,0.49623,2.04213,0.26424,0.53961,1.59025,0.26424,0.42021,2.42942,0.26424,0.64195,1.18883,0.26424,0.31413,2.54754,0.26424,0.67316,1.29774,0.26424,0.34291,2.02249,0.26424,0.53442
698,González,WOL,MID,5,1.93949,0.00039,0.00076,2.03946,0.00039,0.0008,2.09965,0.00039,0.00082,2.05256,0.00039,0.0008,1.87992,0.00039,0.00074,2.12574,0.00039,0.00083,1.75109,0.00039,0.00069,2.13772,0.00039,0.00084,1.87771,0.00039,0.00073,2.20306,0.00039,0.00086
699,Lenglet,AVL,DEF,4.5,2.23363,0.90615,2.02399,1.34592,0.90615,1.2196,2.47866,0.90615,2.24603,1.61436,0.90615,1.46285,2.41005,0.90615,2.18386,2.27384,0.90615,2.06043,1.90016,0.90615,1.72183,2.10184,0.90615,1.90457,2.55843,0.90615,2.31831,0,0,0
700,"Ansu Fati",BHA,MID,6.4,2.0135,0.9282,1.86894,2.35035,0.9282,2.18161,2.18229,0.9282,2.02562,2.46627,0.9282,2.28921,0,0,0,2.43777,0.9282,2.26275,2.33732,0.9282,2.16951,2.25118,0.9282,2.08955,2.59586,0.9282,2.40949,4.76502,0.9282,4.42291
701,Ghoddos,BRE,MID,4.5,1.32606,0.47218,0.62613,1.30294,0.47218,0.61522,1.30136,0.47218,0.61447,1.4263,0.47218,0.67346,1.39357,0.47218,0.65801,1.36372,0.47218,0.64391,1.44299,0.47218,0.68134,1.35589,0.47218,0.64022,1.4194,0.47218,0.6702,0,0,0
702,Phillips,TOT,DEF,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
703,Evans,MUN,DEF,4,1.349,0.79728,1.07553,1.29502,0.79728,1.03249,1.45872,0.79728,1.16301,1.59158,0.79728,1.26894,0,0,0,2.03369,0.79728,1.62142,1.7709,0.79728,1.41191,1.45107,0.79728,1.15691,1.43427,0.79728,1.14352,3.74119,0.79728,2.98278
704,Fraser,WOL,FWD,4.5,1.26778,0.52697,0.66808,1.29483,0.52697,0.68234,1.37221,0.52697,0.72312,1.32266,0.52697,0.69701,1.22045,0.52697,0.64315,1.63201,0.52697,0.86003,1.23315,0.52697,0.64984,1.3876,0.52697,0.73123,1.28342,0.52697,0.67633,1.32513,0.52697,0.69831
705,Sinisterra,BOU,MID,5.5,2.65469,0.77972,2.06992,2.61716,0.77972,2.04066,2.59071,0.77972,2.02003,2.63024,0.77972,2.05086,2.37968,0.77972,1.85549,2.46538,0.77972,1.92231,2.18031,0.77972,1.70004,2.60156,0.77972,2.02849,2.41174,0.77972,1.88049,2.46449,0.77972,1.92162
706,M.Trésor,BUR,MID,5.3,1.89709,0.1358,0.25763,1.98144,0.1358,0.26909,1.95036,0.1358,0.26486,1.92766,0.1358,0.26178,2.07308,0.1358,0.28153,1.89327,0.1358,0.25711,2.05519,0.1358,0.2791,1.87785,0.1358,0.25502,2.0437,0.1358,0.27754,0,0,0
707,Ballo-Touré,FUL,DEF,4.5,1.95142,0.13712,0.26759,1.9579,0.13712,0.26848,1.96745,0.13712,0.26979,1.53948,0.13712,0.2111,1.57261,0.13712,0.21564,2.45991,0.13712,0.33731,1.60847,0.13712,0.22056,1.09786,0.13712,0.15054,1.63593,0.13712,0.22433,0,0,0
708,Gravenberch,LIV,MID,5,1.97712,0.77247,1.52727,2.16796,0.77247,1.67469,1.99396,0.77247,1.54028,2.14717,0.77247,1.65863,2.06564,0.77247,1.59565,1.99748,0.77247,1.543,2.03347,0.77247,1.5708,1.97819,0.77247,1.5281,2.09015,0.77247,1.61459,2.05625,0.77247,1.58839
709,Amrabat,MUN,MID,5,1.45286,0.76367,1.10951,1.48104,0.76367,1.13103,1.5774,0.76367,1.20462,1.58885,0.76367,1.21336,0,0,0,1.70448,0.76367,1.30167,1.59378,0.76367,1.21713,1.54327,0.76367,1.17856,1.5579,0.76367,1.18973,3.38782,0.76367,2.58718
710,Odysseas,NFO,GK,4.5,3.4891,0.00225,0.00785,3.62276,0.00225,0.00815,3.06475,0.00225,0.0069,3.02872,0.00225,0.00682,3.71706,0.00225,0.00836,3.2097,0.00225,0.00722,3.268,0.00225,0.00735,3.29845,0.00225,0.00742,3.25779,0.00225,0.00733,0,0,0
711,Omobamidele,NFO,DEF,4.5,2.3693,0.6086,1.44195,2.28251,0.6086,1.38913,1.48738,0.6086,0.90522,2.12098,0.6086,1.29082,1.8915,0.6086,1.15116,1.35625,0.6086,0.82541,2.10282,0.6086,1.27977,1.92187,0.6086,1.16964,2.28739,0.6086,1.3921,0,0,0
712,Dominguez,NFO,MID,5,2.35374,0.86377,2.03309,2.52726,0.86377,2.18297,2.30971,0.86377,1.99506,2.48638,0.86377,2.14766,2.47224,0.86377,2.13545,2.30872,0.86377,1.9942,2.62819,0.86377,2.27015,2.52597,0.86377,2.18186,2.48058,0.86377,2.14265,0,0,0
713,Sangaré,NFO,MID,4.9,1.71102,0.83831,1.43437,1.81175,0.83831,1.51881,1.65389,0.83831,1.38647,1.78849,0.83831,1.49931,1.77922,0.83831,1.49154,1.66354,0.83831,1.39457,1.88954,0.83831,1.58402,1.81723,0.83831,1.5234,1.78512,0.83831,1.49649,0,0,0
714,Origi,NFO,FWD,5,1.85447,0.8514,1.5789,2.13719,0.8514,1.81962,1.8774,0.8514,1.59842,1.919,0.8514,1.63384,1.9947,0.8514,1.6983,1.71127,0.8514,1.45698,1.97907,0.8514,1.68499,1.91075,0.8514,1.62682,1.8424,0.8514,1.56863,0,0,0
715,Bellegarde,WOL,MID,4.9,1.73642,0.30316,0.52641,1.88597,0.62588,1.18039,1.99305,0.8054,1.60519,1.99074,0.85384,1.69977,1.88709,0.86924,1.64033,2.07357,0.86924,1.80243,1.78937,0.86924,1.55538,2.08266,0.86924,1.81033,1.88542,0.86924,1.63888,2.13223,0.86924,1.85342
716,Gilchrist,CHE,DEF,4,1.76147,0.30929,0.5448,1.33739,0.30929,0.41364,1.39884,0.30929,0.43264,1.68311,0.30929,0.52056,0,0,0,1.05101,0.30929,0.32506,1.32049,0.30929,0.40841,1.4031,0.30929,0.43396,1.35231,0.30929,0.41825,3.01376,0.30929,0.93212
717,Stutter,CHE,FWD,4.5,1.44032,0.00056,0.0008,1.33249,0.00056,0.00074,1.36388,0.00056,0.00076,1.36592,0.00056,0.00076,0,0,0,1.25913,0.00056,0.0007,1.32008,0.00056,0.00074,1.25169,0.00056,0.0007,1.24524,0.00056,0.0007,3.6718,0.00056,0.00205
718,Matos,CHE,MID,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
719,Hunt,EVE,MID,4.5,1.20442,0.00058,0.0007,1.14917,0.00058,0.00067,1.28615,0.00058,0.00075,1.18227,0.00058,0.00069,1.26655,0.00058,0.00073,1.24447,0.00058,0.00072,1.24521,0.00058,0.00072,1.28063,0.00058,0.00074,1.10644,0.00058,0.00064,1.23052,0.00058,0.00071
720,Ola-Adebomi,CRY,FWD,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
721,Ozoh,CRY,MID,4.5,1.01952,0.37795,0.38533,1.05585,0.37795,0.39906,1.04018,0.37795,0.39314,1.04332,0.37795,0.39432,1.10471,0.37795,0.41753,1.08878,0.37795,0.41151,1.10935,0.37795,0.41928,1.07752,0.37795,0.40725,1.0622,0.37795,0.40146,1.12285,0.37795,0.42438
722,Donley,TOT,FWD,4.5,1.35806,0.07129,0.09682,1.15483,0.07129,0.08233,1.31937,0.07129,0.09406,1.16345,0.07129,0.08294,0,0,0,1.02076,0.07129,0.07277,1.07236,0.07129,0.07645,1.27113,0.07129,0.09062,1.20664,0.07129,0.08602,2.20127,0.07129,0.15693
723,Brooking,CHE,DEF,4,2.0042,0.00094,0.00188,1.43695,0.00094,0.00135,1.51434,0.00094,0.00142,1.87238,0.00094,0.00175,0,0,0,1.07625,0.00094,0.00101,1.41566,0.00094,0.00133,1.51971,0.00094,0.00142,1.45574,0.00094,0.00136,3.05331,0.00094,0.00287
724,Raymond,CRY,MID,4.5,1.22255,0.00096,0.00117,1.20442,0.00096,0.00115,1.13892,0.00096,0.00109,1.14402,0.00096,0.00109,1.2437,0.00096,0.00119,1.21784,0.00096,0.00116,1.25123,0.00096,0.0012,1.19956,0.00096,0.00115,1.17468,0.00096,0.00112,1.27316,0.00096,0.00122
725,"Kim Ji-Soo",BRE,DEF,4,1.40035,0.00102,0.00143,1.01733,0.00102,0.00104,1.04484,0.00102,0.00107,1.90851,0.00102,0.00195,1.21899,0.00102,0.00125,1.27933,0.00102,0.00131,1.73079,0.00102,0.00177,1.29284,0.00102,0.00132,1.48972,0.00102,0.00152,0,0,0
726,Chambers,LIV,DEF,4,1.50101,0,0.0098,1.46958,0,0.0096,2.036,0,0.01329,1.42435,0,0.0093,1.76384,0,0.01152,1.63056,0,0.01065,1.44121,0,0.00941,1.51272,0,0.00988,1.37306,0,0.00897,1.77341,0,0.01158
727,Townsend,LUT,MID,5,1.85618,0.86326,1.60237,1.82954,0.86326,1.57937,2.28851,0.86326,1.97558,1.93149,0.86326,1.66738,2.27885,0.86326,1.96724,2.18704,0.86326,1.88798,2.37468,0.86326,2.04996,2.15101,0.86326,1.85688,2.38969,0.86326,2.06292,0,0,0
728,Scanlon,LIV,DEF,3.9,1.05878,0.00116,0.00123,1.96735,0.00116,0.00228,1.13139,0.00116,0.00131,1.95039,0.00116,0.00226,1.50391,0.00116,0.00174,1.18408,0.00116,0.00137,1.21428,0.00116,0.00141,1.08682,0.00116,0.00126,1.54432,0.00116,0.00179,1.32589,0.00116,0.00153
729,Luker,LUT,MID,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
730,Oné,SHU,MID,4.4,1.26043,0.00413,0.00521,1.1223,0.00413,0.00464,1.20551,0.00413,0.00498,1.18537,0.00413,0.0049,1.24923,0.00413,0.00516,1.1269,0.00413,0.00466,1.23172,0.00413,0.00509,1.18381,0.00413,0.00489,1.17309,0.00413,0.00485,1.1545,0.00413,0.00477
731,Buyabu,SHU,DEF,4,1.40122,0,0.00674,1.78591,0,0.00859,1.02181,0,0.00491,1.41913,0,0.00682,1.50442,0,0.00723,1.88963,0,0.00908,1.19544,0,0.00575,1.83013,0,0.0088,1.46349,0,0.00704,1.51156,0,0.00727
732,Tanton,FUL,DEF,4,1.52704,0.00123,0.00187,1.53243,0.00123,0.00188,1.54039,0.00123,0.00189,1.18408,0.00123,0.00145,1.21166,0.00123,0.00149,1.95039,0.00123,0.00239,1.24151,0.00123,0.00152,0.81641,0.00123,0.001,1.26438,0.00123,0.00155,0,0,0
733,Adedokun,BRE,DEF,4,1.46172,0.00159,0.00232,1.06933,0.00159,0.0017,1.09751,0.00159,0.00174,1.98232,0.00159,0.00314,1.27592,0.00159,0.00202,1.33773,0.00159,0.00212,1.80024,0.00159,0.00286,1.35158,0.00159,0.00214,1.55328,0.00159,0.00246,0,0,0
734,Nelson,LUT,MID,4.5,1.12355,0.13479,0.15144,1.08924,0.13479,0.14681,1.27992,0.13479,0.17252,1.09611,0.13479,0.14774,1.23856,0.13479,0.16694,1.19789,0.13479,0.16146,1.28101,0.13479,0.17266,1.18193,0.13479,0.15931,1.28766,0.13479,0.17356,0,0,0
735,Sagoe,ARS,MID,4.5,1.33656,0,0.01439,1.23599,0,0.0133,1.33756,0,0.0144,1.30231,0,0.01402,1.31099,0,0.01411,1.3242,0,0.01425,1.30767,0,0.01408,1.40473,0,0.01512,1.31886,0,0.0142,1.37964,0,0.01485
736,Walters,ARS,DEF,4,0.72917,0.00245,0.00179,1.88541,0.00245,0.00463,1.07557,0.00245,0.00264,1.38957,0.00245,0.00341,1.4627,0.00245,0.00359,1.00064,0.00245,0.00246,1.50615,0.00245,0.0037,1.16443,0.00245,0.00286,1.93099,0.00245,0.00474,1.39113,0.00245,0.00341
737,Ibrahim,ARS,MID,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
738,Diallo,NEW,MID,4.5,1.16851,0.00851,0.00994,1.20419,0.00851,0.01025,1.14916,0.00851,0.00978,1.13647,0.00851,0.00967,0,0,0,1.19617,0.00851,0.01018,1.14827,0.00851,0.00977,1.13568,0.00851,0.00966,1.14675,0.00851,0.00976,2.24861,0.00851,0.01914
739,Parkinson,NEW,FWD,4.5,1.33241,0.00474,0.00631,1.37602,0.00474,0.00652,1.45228,0.00474,0.00688,1.33279,0.00474,0.00631,0,0,0,1.36199,0.00474,0.00645,1.28017,0.00474,0.00606,1.29337,0.00474,0.00613,1.27576,0.00474,0.00604,2.43345,0.00474,0.01153
740,Dorrington,TOT,DEF,4,1.88541,0.00254,0.0048,1.21789,0.00254,0.0031,1.58893,0.00254,0.00404,0.824,0.00254,0.0021,0,0,0,1.10331,0.00254,0.00281,0.83068,0.00254,0.00211,2.0654,0.00254,0.00525,1.56591,0.00254,0.00398,1.90985,0.00254,0.00486
741,O’Mahony,BHA,FWD,4.5,1.24444,0.00251,0.00312,1.301,0.00251,0.00326,1.18243,0.00251,0.00296,1.3057,0.00251,0.00327,0,0,0,1.29265,0.00251,0.00324,1.32667,0.00251,0.00333,1.35389,0.00251,0.00339,1.37395,0.00251,0.00345,2.56541,0.00251,0.00643
742,Baker-Boaitey,BHA,MID,4.5,1.13236,0.1434,0.16238,1.18512,0.1434,0.16995,1.1331,0.1434,0.16249,1.18664,0.1434,0.17017,0,0,0,1.17749,0.1434,0.16885,1.15527,0.1434,0.16567,1.13621,0.1434,0.16293,1.21247,0.1434,0.17387,2.33054,0.1434,0.33421
743,Nyoni,LIV,MID,4.5,1.24709,0.00239,0.00299,1.33038,0.00239,0.00319,1.22671,0.00239,0.00294,1.30994,0.00239,0.00314,1.26565,0.00239,0.00303,1.22862,0.00239,0.00294,1.24817,0.00239,0.00299,1.21814,0.00239,0.00292,1.27896,0.00239,0.00306,1.26054,0.00239,0.00302
744,Peart-Harris,BRE,MID,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
745,Ndiweni,NEW,FWD,4.4,1.26214,0,0.02629,1.39349,0,0.02903,1.37909,0,0.02873,1.36171,0,0.02837,0,0,0,1.36073,0,0.02835,1.29007,0,0.02688,1.39878,0,0.02914,1.31215,0,0.02734,2.65975,0,0.05541
746,Jackson,BHA,DEF,4,0.84026,0.00343,0.00288,1.28796,0.00343,0.00441,1.11424,0.00343,0.00382,1.75829,0.00343,0.00602,0,0,0,1.38805,0.00343,0.00476,1.40191,0.00343,0.0048,0.83355,0.00343,0.00286,1.49982,0.00343,0.00514,2.25793,0.00343,0.00774
747,Duffus,BHA,MID,4.4,1.2012,0.00324,0.00389,1.27457,0.00324,0.00413,1.20223,0.00324,0.00389,1.27668,0.00324,0.00413,0,0,0,1.26396,0.00324,0.00409,1.23306,0.00324,0.00399,1.20656,0.00324,0.00391,1.31259,0.00324,0.00425,2.49392,0.00324,0.00807
748,Hugill,MUN,FWD,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
749,Whittingham,WOL,MID,4.5,1.24204,0.0045,0.00559,1.28905,0.0045,0.0058,1.31735,0.0045,0.00593,1.29521,0.0045,0.00583,1.21403,0.0045,0.00546,1.32962,0.0045,0.00598,1.15345,0.0045,0.00519,1.33526,0.0045,0.00601,1.21299,0.0045,0.00546,1.36598,0.0045,0.00615
750,Chirewa,WOL,MID,4.4,1.21327,0.2169,0.26316,1.26966,0.2169,0.27539,1.30848,0.2169,0.28381,1.2999,0.2169,0.28195,1.22362,0.2169,0.26541,1.33223,0.2169,0.28896,1.1667,0.2169,0.25306,1.33752,0.2169,0.29011,1.22264,0.2169,0.26519,1.36639,0.2169,0.29637
751,Hubner,WOL,DEF,4,1.1301,0.00642,0.00725,1.75814,0.00642,0.01128,1.47788,0.00642,0.00948,1.58449,0.00642,0.01017,1.11413,0.00642,0.00715,1.90006,0.00642,0.01219,0.73816,0.00642,0.00474,2.01069,0.00642,0.0129,0.84017,0.00642,0.00539,1.51894,0.00642,0.00974
752,Angelini,BRE,GK,4,3.08805,0.002,0.00618,2.92033,0.002,0.00584,2.71103,0.002,0.00542,3.13828,0.002,0.00628,3.0063,0.002,0.00601,3.48045,0.002,0.00696,3.39445,0.002,0.00679,2.98882,0.002,0.00598,2.79088,0.002,0.00558,0,0,0
753,Kavanagh,BHA,DEF,4,0.84994,0.00445,0.00379,1.29986,0.00445,0.00579,1.12528,0.00445,0.00501,1.77253,0.00445,0.00789,0,0,0,1.40045,0.00445,0.00624,1.41439,0.00445,0.0063,0.8432,0.00445,0.00376,1.51278,0.00445,0.00674,2.28016,0.00445,0.01016
754,"Yago Santiago",TOT,MID,4.5,1.32962,0.00392,0.00521,1.25268,0.00392,0.00491,1.34127,0.00392,0.00526,1.21839,0.00392,0.00477,0,0,0,1.21403,0.00392,0.00476,1.21299,0.00392,0.00475,1.3618,0.00392,0.00534,1.35896,0.00392,0.00532,2.46069,0.00392,0.00964
755,Barrington,BHA,MID,4.5,1.2249,0.00555,0.0068,1.2994,0.00555,0.00722,1.22594,0.00555,0.00681,1.30154,0.00555,0.00723,0,0,0,1.28863,0.00555,0.00716,1.25725,0.00555,0.00698,1.23033,0.00555,0.00683,1.33801,0.00555,0.00743,2.54273,0.00555,0.01412
756,Pitaluga,LIV,GK,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
757,Bradley,LIV,DEF,4.1,1.61145,0.78424,1.26376,3.24773,0.78424,2.54698,1.91774,0.78424,1.50396,3.36854,0.78424,2.64173,2.63408,0.78424,2.06574,2.09129,0.78424,1.64006,2.14255,0.78424,1.68027,1.92624,0.78424,1.51063,2.70266,0.78424,2.11952,2.33195,0.78424,1.8288
758,Castledine,CHE,MID,4.5,1.38804,0.00714,0.00991,1.35092,0.00714,0.00964,1.38516,0.00714,0.00989,1.39356,0.00714,0.00995,0,0,0,1.26642,0.00714,0.00904,1.34291,0.00714,0.00959,1.32042,0.00714,0.00943,1.39229,0.00714,0.00994,3.74596,0.00714,0.02673
759,Peck,SHU,MID,4.4,1.32953,0.0139,0.01848,1.18866,0.0139,0.01653,1.27352,0.0139,0.01771,1.25298,0.0139,0.01742,1.31811,0.0139,0.01833,1.19335,0.0139,0.01659,1.30026,0.0139,0.01808,1.25139,0.0139,0.0174,1.24046,0.0139,0.01725,1.2215,0.0139,0.01698
760,Metcalfe,EVE,MID,4.5,1.31379,0.00976,0.01282,1.25459,0.00976,0.01224,1.40136,0.00976,0.01368,1.29006,0.00976,0.01259,1.38036,0.00976,0.01347,1.3567,0.00976,0.01324,1.35749,0.00976,0.01325,1.39545,0.00976,0.01362,1.20881,0.00976,0.0118,1.34175,0.00976,0.01309
761,Campbell,EVE,DEF,4,1.45549,0,0.0581,1.74583,0,0.0697,1.28523,0,0.05131,1.99821,0,0.07977,1.32007,0,0.0527,1.93711,0,0.07733,1.81839,0,0.07259,1.54866,0,0.06182,2.08967,0,0.08342,1.29687,0,0.05177
762,Susoho,MCI,MID,4.5,1.25013,0.00825,0.01031,1.28192,0.00825,0.01058,1.29751,0.00825,0.0107,1.36843,0.00825,0.01129,0,0,0,1.33322,0.00825,0.011,1.34201,0.00825,0.01107,1.32817,0.00825,0.01096,1.35588,0.00825,0.01119,2.54206,0.00825,0.02098
763,Adaramola,CRY,DEF,4,1.79874,0,0.13885,1.89725,0,0.14645,1.77262,0,0.13683,1.28971,0,0.09955,1.13426,0,0.08756,1.85326,0,0.14306,1.73351,0,0.13381,1.78015,0,0.13741,1.84416,0,0.14235,1.70087,0,0.13129
764,Lewis-Skelly,ARS,MID,4.5,1.18814,0.00836,0.00994,1.36843,0.00836,0.01144,1.26385,0.00836,0.01057,1.28192,0.00836,0.01072,1.30858,0.00836,0.01094,1.27821,0.00836,0.01069,1.40565,0.00836,0.01175,1.28771,0.00836,0.01077,1.40693,0.00836,0.01176,1.34891,0.00836,0.01128
765,Proctor,AVL,GK,4,2.88434,0.002,0.00577,2.48922,0.002,0.00498,2.83907,0.002,0.00568,2.86597,0.002,0.00573,2.90377,0.002,0.00581,3.13391,0.002,0.00627,3.06944,0.002,0.00614,2.90943,0.002,0.00582,3.12292,0.002,0.00625,0,0,0
766,Kambwala,MUN,DEF,3.9,1.15363,0.45453,0.52436,1.02515,0.45453,0.46596,1.23131,0.45453,0.55967,1.39399,0.45453,0.63361,0,0,0,2.02016,0.45453,0.91823,1.64964,0.45453,0.74981,1.19867,0.45453,0.54483,1.17499,0.45453,0.53407,3.5804,0.45453,1.62741
767,O'Reilly,AVL,MID,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
768,Bennett,MUN,DEF,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
769,Hesketh,WOL,MID,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
770,Barnett,WOL,MID,4.5,1.2913,0.01344,0.01736,1.33979,0.01344,0.01801,1.36898,0.01344,0.0184,1.34614,0.01344,0.01809,1.26241,0.01344,0.01697,1.38163,0.01344,0.01857,1.19993,0.01344,0.01613,1.38745,0.01344,0.01865,1.26134,0.01344,0.01695,1.41914,0.01344,0.01907
771,Hamilton,MCI,MID,4.5,1.26241,0.01064,0.01343,1.29445,0.01064,0.01377,1.31016,0.01064,0.01394,1.38163,0.01064,0.0147,0,0,0,1.34614,0.01064,0.01432,1.35501,0.01064,0.01442,1.34106,0.01064,0.01427,1.36898,0.01064,0.01456,2.56695,0.01064,0.02731
772,Nwaneri,ARS,MID,4.5,1.2156,0.10206,0.12407,1.39289,0.10206,0.14217,1.29005,0.10206,0.13167,1.30782,0.10206,0.13348,1.33404,0.10206,0.13616,1.30417,0.10206,0.13311,1.42949,0.10206,0.1459,1.31351,0.10206,0.13406,1.43075,0.10206,0.14603,1.3737,0.10206,0.14021
773,Orford,WHU,MID,4.5,1.27934,0.01464,0.01873,1.33563,0.01464,0.01955,1.33418,0.01464,0.01953,1.44206,0.01464,0.02111,1.32293,0.01464,0.01937,1.36787,0.01464,0.02002,1.31537,0.01464,0.01926,1.39497,0.01464,0.02042,1.21185,0.01464,0.01774,0,0,0
774,Casey,WHU,DEF,4,0.89292,0.01698,0.01516,1.3326,0.01698,0.02263,1.55441,0.01698,0.0264,1.93361,0.01698,0.03284,1.72918,0.01698,0.02936,1.32984,0.01698,0.02258,1.14258,0.01698,0.0194,1.99219,0.01698,0.03383,0.79471,0.01698,0.0135,0,0,0
775,"Brereton Díaz",SHU,MID,5,2.54156,0.62525,1.58911,2.17375,0.62525,1.35913,2.4396,0.62525,1.52535,2.40954,0.62525,1.50656,2.62,0.62525,1.63815,2.26978,0.62525,1.41918,2.56987,0.62525,1.60681,2.4327,0.62525,1.52104,2.40202,0.62525,1.50186,2.3488,0.62525,1.46858
776,Werner,TOT,FWD,6.3,4.51014,0.86376,3.89566,3.72787,0.86376,3.21997,4.31954,0.86376,3.73102,3.74017,0.86376,3.23059,0,0,0,3.18588,0.86376,2.75182,3.38179,0.86376,2.92104,4.13638,0.86376,3.57282,3.89155,0.86376,3.36135,6.97826,0.86376,6.02751
777,Drăgușin,TOT,DEF,4.2,2.52043,0.60945,1.53606,1.72276,0.60945,1.04993,2.25444,0.60945,1.37396,1.33209,0.60945,0.81184,0,0,0,1.72437,0.60945,1.05091,1.37541,0.60945,0.83824,2.95584,0.60945,1.80142,2.3165,0.60945,1.41178,3.0689,0.60945,1.87033
778,Wright,AVL,GK,4,2.92806,0.002,0.00586,2.52514,0.002,0.00505,2.88189,0.002,0.00576,2.90933,0.002,0.00582,2.94788,0.002,0.0059,3.18256,0.002,0.00637,3.11682,0.002,0.00623,2.95365,0.002,0.00591,3.17135,0.002,0.00634,0,0,0
779,McDonnell,NFO,MID,4.5,1.41434,0.02355,0.03331,1.45589,0.02355,0.03429,1.31608,0.02355,0.03099,1.38139,0.02355,0.03253,1.36179,0.02355,0.03207,1.28066,0.02355,0.03016,1.43917,0.02355,0.03389,1.38845,0.02355,0.0327,1.36593,0.02355,0.03217,0,0,0
780,Osong,NFO,FWD,4.5,1.43436,0.02324,0.03333,1.63105,0.02324,0.0379,1.4197,0.02324,0.03299,1.4477,0.02324,0.03364,1.50656,0.02324,0.03501,1.29306,0.02324,0.03004,1.49479,0.02324,0.03473,1.44332,0.02324,0.03354,1.39184,0.02324,0.03234,0,0,0
781,Gardner,NFO,FWD,4.5,1.43436,0.02324,0.03333,1.63105,0.02324,0.0379,1.4197,0.02324,0.03299,1.4477,0.02324,0.03364,1.50656,0.02324,0.03501,1.29306,0.02324,0.03004,1.49479,0.02324,0.03473,1.44332,0.02324,0.03354,1.39184,0.02324,0.03234,0,0,0
782,Beck,LIV,DEF,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
783,Gordon,LIV,MID,4.5,1.20712,0.04586,0.05535,1.26592,0.04586,0.05805,1.19273,0.04586,0.05469,1.25149,0.04586,0.05739,1.22022,0.04586,0.05595,1.19408,0.04586,0.05476,1.20788,0.04586,0.05539,1.18668,0.04586,0.05442,1.22962,0.04586,0.05639,1.21662,0.04586,0.05579
